time_unit,real_y,synth_y,gap,analysis
2018,6.368194729354343,6.374876595199074,-0.006681865844730517,av_scm_national
2019,8.90360567263636,8.90942036295259,-0.005814690316229942,av_scm_national
2020,18.740608662232788,18.728372688800096,0.012235973432691338,av_scm_national
2021,17.90320860155129,17.909346716873156,-0.006138115321864035,av_scm_national
2022,15.24748148382519,16.225112671125512,-0.9776311873003216,av_scm_national
2023,11.072032239219359,12.16427266057999,-1.0922404213606303,av_scm_national
2024,10.494065356721727,12.219099362828826,-1.7250340061070997,av_scm_national
2025,8.673280798788008,10.556936823094395,-1.8836560243063865,av_scm_national
