analysis,treated_unit,n_donors,pre_years,i_time,pre_mspe,avg_post_gap,max_weight,top_donor,fisher_p,degenerate
av_scm_national,"New York, NY",97,2018–2021,2022,6.64633650476662e-5,-1.4196404097686095,0.538703702387633,"Arlington, TX",0.3979591836734694,FALSE
