unit,weight,treated_boro
Boston,0.9999999931696015,Manhattan
Boston,0.9999999728767531,Brooklyn
Boston,0.9999999867102811,Queens
Boston,0.9999999739738383,Bronx
Boston,0.9999999913910878,Staten Island
