treated_boro,pre_mspe,post_gap,max_weight,top_donor,fisher_p
Brooklyn,51.58210854736873,-20.439751715867644,0.4088718381586926,Seattle,0.3142857142857143
Manhattan,352.424075909317,29.010958667338997,0.734759373597427,Denver,0.4
Queens,31.061554801092555,33.86462107010801,0.3784312675004918,San Diego,0.02857142857142857
