outcome,pre_trend_slope,avg_att_raw,avg_att_adjusted,breakdown_M,ratio_M_to_slope,n_pre_bins,n_post_bins
Robbery,0.23901605508467466,-3.4483606557380355,-4.7629489587037455,0.6269746646796428,2.6231487439516505,18,10
