time_index,rel_time,att,Y_actual,Y_counter,ci_lower,ci_upper,date
1,-104,5.445216716366664,7.181423954285927,1.7362072379192632,NA,NA,2014-01-01
2,-103,5.391538487818973,2.8705122680312125,-2.521026219787761,NA,NA,2014-02-01
3,-102,4.463397528257357,5.880338693166436,1.4169411649090797,NA,NA,2014-03-01
4,-101,3.1470313313229923,5.732812937238955,2.5857816059159626,NA,NA,2014-04-01
5,-100,4.688448935867491,7.160895780322813,2.4724468444553214,NA,NA,2014-05-01
6,-99,5.077416293676599,9.731863313117454,4.654447019440855,NA,NA,2014-06-01
7,-98,-3.2953362367301438,5.577526667251433,8.872862903981577,NA,NA,2014-07-01
8,-97,2.6797729119655394,9.43216014092981,6.75238722896427,NA,NA,2014-08-01
9,-96,2.65329056949286,6.426435403851482,3.7731448343586216,NA,NA,2014-09-01
10,-95,4.165516135427307,7.42081579263767,3.2552996572103634,NA,NA,2014-10-01
11,-94,4.672615306529218,7.13032220618824,2.457706899659022,NA,NA,2014-11-01
12,-93,3.644711405469316,8.692807236405763,5.048095830936447,NA,NA,2014-12-01
13,-92,1.5154695658428103,7.832207532613728,6.316737966770917,NA,NA,2015-01-01
14,-91,6.529799663051019,4.697688334002793,-1.8321113290482263,NA,NA,2015-02-01
15,-90,-0.43440768091076976,6.403709028269174,6.8381167091799435,NA,NA,2015-03-01
16,-89,3.6332047837059918,9.104329571040266,5.471124787334274,NA,NA,2015-04-01
17,-88,4.079388566567822,13.225127457758397,9.145738891190575,NA,NA,2015-05-01
18,-87,1.4435326751142519,9.66662350645632,8.223090831342068,NA,NA,2015-06-01
19,-86,1.8671446312381441,11.936972783702053,10.06982815246391,NA,NA,2015-07-01
20,-85,7.759940322870198,17.188950724652777,9.429010401782579,NA,NA,2015-08-01
21,-84,0.9347937800354558,9.798559138446304,8.863765358410848,NA,NA,2015-09-01
22,-83,3.2505962561535036,8.659486627303856,5.408890371150353,NA,NA,2015-10-01
23,-82,2.809793622715919,7.805024804014053,4.995231181298134,NA,NA,2015-11-01
24,-81,4.051007954001143,9.788360976783853,5.73735302278271,NA,NA,2015-12-01
25,-80,1.251460416367923,5.530632911212898,4.279172494844975,NA,NA,2016-01-01
26,-79,4.313043379181552,7.0837106885048025,2.77066730932325,NA,NA,2016-02-01
27,-78,0.35624297148390127,6.2276540156042834,5.871411044120382,NA,NA,2016-03-01
28,-77,1.0483702450075114,7.9184689923005855,6.870098747293074,NA,NA,2016-04-01
29,-76,-3.2422331397598114,8.758438384562545,12.000671524322357,NA,NA,2016-05-01
30,-75,2.0337609341983587,10.86695611502085,8.833195180822491,NA,NA,2016-06-01
31,-74,-2.446834148847696,9.164592198558644,11.61142634740634,NA,NA,2016-07-01
32,-73,-4.011408645469935,9.578373160271536,13.58978180574147,NA,NA,2016-08-01
33,-72,-4.894702854522183,5.7696583517915485,10.664361206313732,NA,NA,2016-09-01
34,-71,-5.396369256759545,6.045308887166419,11.441678143925964,NA,NA,2016-10-01
35,-70,-5.993029334896523,6.0395237671646544,12.032553102061177,NA,NA,2016-11-01
36,-69,-3.553525021769058,6.033749708836497,9.587274730605555,NA,NA,2016-12-01
37,-68,-4.625642280310899,5.046686523197469,9.672328803508368,NA,NA,2017-01-01
38,-67,-0.06515417173993399,3.2279285996228237,3.2930827713627577,NA,NA,2017-02-01
39,-66,-1.0151846873357968,4.636633691536703,5.6518183788725,NA,NA,2017-03-01
40,-65,-4.466645484454883,5.626550378373791,10.093195862828674,NA,NA,2017-04-01
41,-64,-6.317048382973468,5.91460021409914,12.231648597072608,NA,NA,2017-05-01
42,-63,-0.7470488765503411,10.29185032313003,11.03889919968037,NA,NA,2017-06-01
43,-62,-5.019053895490863,8.75099330831302,13.770047203803884,NA,NA,2017-07-01
44,-61,0.005180631370389932,10.174046854311888,10.168866222941498,NA,NA,2017-08-01
45,-60,-2.3182644671255614,7.6392581950201235,9.957522662145685,NA,NA,2017-09-01
46,-59,-1.8096411110977613,9.63081520955934,11.440456320657102,NA,NA,2017-10-01
47,-58,-2.2726282278004994,4.2537574266469065,6.526385654447406,NA,NA,2017-11-01
48,-57,-1.097305910841154,5.962091037817875,7.059396948659029,NA,NA,2017-12-01
49,-56,-0.9601270366020138,5.400467779992049,6.3605948165940625,NA,NA,2018-01-01
50,-55,0.8367095273954988,3.411643180030515,2.5749336526350164,NA,NA,2018-02-01
51,-54,0.9169737180876609,4.834325416691007,3.917351698603346,NA,NA,2018-03-01
52,-53,0.23322568182103254,4.124388719370192,3.891163037549159,NA,NA,2018-04-01
53,-52,-1.4933291460160198,5.974692199624424,7.468021345640444,NA,NA,2018-05-01
54,-51,-1.2668997437726368,7.683598883886118,8.950498627658755,NA,NA,2018-06-01
55,-50,-1.2539148593809877,9.96262237569405,11.216537235075037,NA,NA,2018-07-01
56,-49,-4.343183014313858,9.110881203718236,13.454064218032094,NA,NA,2018-08-01
57,-48,-1.0641396396601372,6.977201164575563,8.0413408042357,NA,NA,2018-09-01
58,-47,-0.6649879063827306,7.121310938392946,7.7862988447756765,NA,NA,2018-10-01
59,-46,0.5824908257054524,5.271041963904759,4.688551138199307,NA,NA,2018-11-01
60,-45,-2.3382758032710953,6.554769313087487,8.893045116358582,NA,NA,2018-12-01
61,-44,-2.1477381470903407,3.990823007474716,6.138561154565057,NA,NA,2019-01-01
62,-43,1.5637499678604172,4.705322075731447,3.1415721078710295,NA,NA,2019-02-01
63,-42,0.39286276034165013,7.417366789619823,7.024504029278173,NA,NA,2019-03-01
64,-41,0.5487513874302721,7.99108138238573,7.4423299949554576,NA,NA,2019-04-01
65,-40,-7.291150975179259,6.566690391611481,13.85784136679074,NA,NA,2019-05-01
66,-39,-1.690634759736497,11.282023452327739,12.972658212064236,NA,NA,2019-06-01
67,-38,4.58591314029837,17.42974586144733,12.84383272114896,NA,NA,2019-07-01
68,-37,-2.1043219899416776,15.14985493299286,17.254176922934537,NA,NA,2019-08-01
69,-36,1.0948765140223706,9.436652123657794,8.341775609635423,NA,NA,2019-09-01
70,-35,-0.10371045351761765,9.154307656016877,9.258018109534495,NA,NA,2019-10-01
71,-34,-2.1096337364081954,7.154629062890264,9.264262799298459,NA,NA,2019-11-01
72,-33,-1.9694033499325094,6.584860118245956,8.554263468178466,NA,NA,2019-12-01
73,-32,-0.13861346099468008,8.878756286732274,9.017369747726955,NA,NA,2020-01-01
74,-31,0.29157124858334527,5.137193998045013,4.8456227494616675,NA,NA,2020-02-01
75,-30,-1.0334768758441548,5.972294242613552,7.005771118457707,NA,NA,2020-03-01
76,-29,-0.5283734192946916,7.084932756903204,7.613306176197896,NA,NA,2020-04-01
77,-28,-6.772577486712461,12.425891793075014,19.198469279787474,NA,NA,2020-05-01
78,-27,4.076952070035098,30.534379788585774,26.457427718550676,NA,NA,2020-06-01
79,-26,8.325051529036529,36.87863703288228,28.553585503845753,NA,NA,2020-07-01
80,-25,15.959492799116905,39.68555717043375,23.72606437131685,NA,NA,2020-08-01
81,-24,0.8839439388249062,22.55949282917973,21.675548890354825,NA,NA,2020-09-01
82,-23,-2.1248729130640243,22.204430408366076,24.3293033214301,NA,NA,2020-10-01
83,-22,-1.1328268919389117,18.117631140473762,19.250458032412674,NA,NA,2020-11-01
84,-21,-1.3558999428244505,14.610044474491517,15.965944417315967,NA,NA,2020-12-01
85,-20,-7.741412187312362,9.340609087840301,17.082021275152663,NA,NA,2021-01-01
86,-19,-2.3131005208989883,7.436590158154926,9.749690679053915,NA,NA,2021-02-01
87,-18,-0.7704584745274055,12.702363375956821,13.472821850484227,NA,NA,2021-03-01
88,-17,0.638148218449679,18.13374676430282,17.49559854585314,NA,NA,2021-04-01
89,-16,2.733598116117527,24.703508742509293,21.969910626391766,NA,NA,2021-05-01
90,-15,-1.3586367633105638,24.90674753706705,26.265384300377615,NA,NA,2021-06-01
91,-14,-2.141262538941305,24.832032112374712,26.973294651316017,NA,NA,2021-07-01
92,-13,3.210710808372717,24.89679369859354,21.686082890220824,NA,NA,2021-08-01
93,-12,0.9869461317446522,19.21224647489167,18.22530034314702,NA,NA,2021-09-01
94,-11,-7.0354104099733945,16.731760008914232,23.767170418887627,NA,NA,2021-10-01
95,-10,1.4243094059434789,15.788933907452176,14.364624501508697,NA,NA,2021-11-01
96,-9,1.0713799361050604,16.395921938450275,15.324542002345215,NA,NA,2021-12-01
97,-8,-3.980263052238694,11.762566223484034,15.742829275722729,NA,NA,2022-01-01
98,-7,0.1985929631068224,10.450442307909572,10.25184934480275,NA,NA,2022-02-01
99,-6,-1.3559737773568266,13.932287207767931,15.288260985124758,NA,NA,2022-03-01
100,-5,-3.0596181513094045,15.286331215062319,18.345949366371723,NA,NA,2022-04-01
101,-4,-1.329781068386751,17.190030900128715,18.519811968515466,NA,NA,2022-05-01
102,-3,-3.2585958786945,18.244955942841756,21.503551821536256,NA,NA,2022-06-01
103,-2,2.047870447583705,26.232426703037362,24.184556255453657,NA,NA,2022-07-01
104,-1,-6.433822262812328,15.906873325383739,22.340695588196066,NA,NA,2022-08-01
105,0,2.1720832959465213,19.71234903999367,17.540265744047147,NA,NA,2022-09-01
106,1,-5.204101015917471,12.089419113715069,17.29352012963254,NA,NA,2022-10-01
107,2,-3.212291759325769,9.994729947759279,13.207021707085048,NA,NA,2022-11-01
108,3,2.312410110492273,12.14419250046081,9.831782389968536,NA,NA,2022-12-01
109,4,-2.6738907931129816,10.743384404073646,13.417275197186628,NA,NA,2023-01-01
110,5,0.2880846197996121,9.791438950548134,9.503354330748522,NA,NA,2023-02-01
111,6,0.3135996663107967,12.64727531112467,12.333675644813873,NA,NA,2023-03-01
112,7,-7.4316141874592745,10.063423365841139,17.495037553300413,NA,NA,2023-04-01
113,8,-8.061758398030904,10.607392196427146,18.66915059445805,NA,NA,2023-05-01
114,9,-7.592540412983318,14.415174010529196,22.007714423512514,NA,NA,2023-06-01
115,10,-8.56751788870443,17.54299478639874,26.11051267510317,NA,NA,2023-07-01
116,11,-6.296726096073288,10.19941557348764,16.496141669560927,NA,NA,2023-08-01
117,12,-3.6607295580911376,10.19941557348764,13.860145131578777,NA,NA,2023-09-01
118,13,-7.428035358256913,8.83949349702262,16.267528855279533,NA,NA,2023-10-01
119,14,-4.857377558617355,7.479571420557601,12.336948979174956,NA,NA,2023-11-01
120,15,-2.4582673080053326,10.335407781134142,12.793675089139475,NA,NA,2023-12-01
121,16,0.8544766094643776,8.975485704669122,8.121009095204744,NA,NA,2024-01-01
122,17,-2.8635908579877887,7.751555835850605,10.615146693838394,NA,NA,2024-02-01
123,18,-2.2475932947634263,8.431516874083115,10.679110168846542,NA,NA,2024-03-01
124,19,-4.385355333027243,7.887548043497108,12.27290337652435,NA,NA,2024-04-01
125,20,-5.358480909292608,10.743384404073646,16.101865313366254,NA,NA,2024-05-01
126,21,-0.6328962421249233,15.775096086994216,16.40799232911914,NA,NA,2024-06-01
127,22,-1.3925228194669756,13.191244141710678,14.583766961177654,NA,NA,2024-07-01
128,23,-2.949464473020715,11.01536881936665,13.964833292387365,NA,NA,2024-08-01
129,24,3.856019121850423,14.415174010529196,10.559154888678773,NA,NA,2024-09-01
130,25,-0.7993210716870323,11.287353234659655,12.086674306346687,NA,NA,2024-10-01
131,26,-1.983858538864614,7.887548043497108,9.871406582361722,NA,NA,2024-11-01
132,27,1.2643313586383549,8.567509081729616,7.303177723091261,NA,NA,2024-12-01
133,28,1.102905512128693,8.975485704669122,7.872580192540429,NA,NA,2025-01-01
134,29,0.47894077991711015,3.943774021748554,3.464833241831444,NA,NA,2025-02-01
135,30,-1.3098295710526884,5.575680513506576,6.8855100845592645,NA,NA,2025-03-01
136,31,2.047218614603775,9.51945453525513,7.4722359206513556,NA,NA,2025-04-01
137,32,-3.1189283641749874,8.975485704669122,12.09441406884411,NA,NA,2025-05-01
138,33,-3.1525335906171854,8.431516874083115,11.5840504647003,NA,NA,2025-06-01
139,34,0.8043863987296547,9.791438950548134,8.98705255181848,NA,NA,2025-07-01
140,35,7.036257582584781,13.871205179943189,6.834947597358408,NA,NA,2025-08-01
141,36,2.4306739709588534,8.975485704669122,6.544811733710269,NA,NA,2025-09-01
142,37,-0.8295464307033349,5.303696098213573,6.133242528916908,NA,NA,2025-10-01
143,38,2.4685460060438267,6.799610382325093,4.331064376281266,NA,NA,2025-11-01
144,39,1.9846736581664608,4.487742852334561,2.5030691941681003,NA,NA,2025-12-01
