n_pursuit_collisions_total,n_matched_to_crashes_table,n_unmatched,n_injury_crashes,n_fatal_crashes,empirical_injury_rate,empirical_fatality_rate,n_reported_confirmed_fatal,n_confirmed_fatal_validated
1617,1617,0,574,0,0.354978354978355,0,11,0
