vsl_mult,fatality_rate,shooting_mult,causal_share,vsl,crash_fatality_cost,crash_injury_cost,crash_property_cost,total_crash_cost,adj_shooting_reduction,shooting_benefit,robbery_cost,total_cost,total_benefit,net,bc_ratio
1,0.01,1.3,0.75,12500000,84453262.18376665,70940740.23436397,13512521.949402662,168906524.3675333,3934.1753118341917,3688289354.844555,0,168906524.3675333,3688289354.844555,3519382830.4770217,21.836275233625653
1,0.01,1.3,1,12500000,84453262.18376665,70940740.23436397,13512521.949402662,168906524.3675333,3934.1753118341917,4917719139.79274,0,168906524.3675333,4917719139.79274,4748812615.425206,29.115033644834202
1,0.015,0.7,0,12500000,126679893.27564995,70940740.23436397,13512521.949402662,211133155.4594166,2118.4020909876413,0,0,211133155.4594166,0,-211133155.4594166,0
1,0.015,0.7,0.25,12500000,126679893.27564995,70940740.23436397,13512521.949402662,211133155.4594166,2118.4020909876413,662000653.4336379,0,211133155.4594166,662000653.4336379,450867497.9742212,3.135465161751375
1,0.015,0.7,0.5,12500000,126679893.27564995,70940740.23436397,13512521.949402662,211133155.4594166,2118.4020909876413,1324001306.8672757,0,211133155.4594166,1324001306.8672757,1112868151.407859,6.27093032350275
1,0.015,0.7,0.75,12500000,126679893.27564995,70940740.23436397,13512521.949402662,211133155.4594166,2118.4020909876413,1986001960.3009136,0,211133155.4594166,1986001960.3009136,1774868804.841497,9.406395485254125
1,0.015,0.7,1,12500000,126679893.27564995,70940740.23436397,13512521.949402662,211133155.4594166,2118.4020909876413,2648002613.7345514,0,211133155.4594166,2648002613.7345514,2436869458.275135,12.5418606470055
1,0.015,1,0,12500000,126679893.27564995,70940740.23436397,13512521.949402662,211133155.4594166,3026.2887014109165,0,0,211133155.4594166,0,-211133155.4594166,0
1,0.015,1,0.25,12500000,126679893.27564995,70940740.23436397,13512521.949402662,211133155.4594166,3026.2887014109165,945715219.1909114,0,211133155.4594166,945715219.1909114,734582063.7314948,4.479235945359108
1,0.015,1,0.5,12500000,126679893.27564995,70940740.23436397,13512521.949402662,211133155.4594166,3026.2887014109165,1891430438.3818228,0,211133155.4594166,1891430438.3818228,1680297282.9224062,8.958471890718217
1,0.015,1,0.75,12500000,126679893.27564995,70940740.23436397,13512521.949402662,211133155.4594166,3026.2887014109165,2837145657.5727344,0,211133155.4594166,2837145657.5727344,2626012502.113318,13.437707836077324
