period,months,mean_pursuits,mean_crashes,mean_robberies,mean_shootings,mean_gun
post_tisch,11,34.09090909090909,8.090909090909092,1267.3636363636363,58,210.45454545454547
pre_tisch,28,133.82142857142858,28.071428571428573,1389.2142857142858,77.82142857142857,250.10714285714286
