regime,months,mean_pursuits,sd_pursuits,mean_crashes,crash_rate_pct,mean_robberies,mean_shootings,mean_gun_violence
1_pre,57,7.701754385964913,4.419780667961048,5.508771929824562,71.5261958997722,1168.1754385964912,99.43859649122807,302.17543859649123
2_escalation,10,87.9,42.17015795823182,16.6,18.88509670079636,1368.7,84.6,268.6
3_maddrey,18,159.33333333333334,31.148600195155595,34.44444444444444,21.617852161785216,1400.611111111111,74.05555555555556,239.83333333333334
4_tisch,11,34.09090909090909,11.112646358582149,8.090909090909092,23.733333333333334,1267.3636363636363,58,210.45454545454547
