outcome,estimate,std_error,t_stat,p_value
shooting_incidents,-0.12323305545551436,0.13072972138167804,-0.9426552290716168,0.3488442198929089
robbery_count,0.6364624862844998,0.6107667483810213,1.0420712783916135,0.30068222273425277
