rel_time,estimate,se,conf_low,conf_high,outcome
-45,-0.5263157894745336,0.18034617736934236,-0.8797942971184447,-0.17283728183062258,Shooting incidents
-44,-0.3026315789478974,0.1756065040763286,-0.6468203269375015,0.0415571690417067,Shooting incidents
-43,-0.026315789474095068,0.16692985578492436,-0.35349830681254685,0.3008667278643567,Shooting incidents
-42,-0.22368421052648427,0.17684036535832942,-0.5702913266288099,0.12292290557584137,Shooting incidents
-41,0.06578947368414656,0.17652204442967187,-0.2801937333980103,0.4117726807663034,Shooting incidents
-40,-0.1052631578949875,0.16047787366185803,-0.41979979027222925,0.20927347448225422,Shooting incidents
-39,0.10526315789421552,0.1637547848724492,-0.2156962204557849,0.42622253624421597,Shooting incidents
-38,-0.11842105263244411,0.15905926529742553,-0.43017721261539815,0.1933351073505099,Shooting incidents
-37,-0.25000000000084116,0.17312617870362718,-0.5893273102599504,0.08932731025826812,Shooting incidents
-36,-0.2105263157901044,0.19812082389020996,-0.5988431306149159,0.17779049903470712,Shooting incidents
-35,-0.11842105263198228,0.19208621749601237,-0.4949100389241665,0.258067933660202,Shooting incidents
-34,-0.18421052631590498,0.19043350643836918,-0.5574601989351086,0.18903914630329857,Shooting incidents
-33,-0.289473684210907,0.16573806034899036,-0.6143202824949281,0.03537291407311405,Shooting incidents
-32,-0.23684210526295169,0.1517002561710854,-0.534174607358279,0.06049039683237567,Shooting incidents
-31,0.15789473684262925,0.19100207957707363,-0.21646933912843505,0.5322588128136936,Shooting incidents
-30,0.421052631580958,0.2722793188687383,-0.11261483340176909,0.9547200965636851,Shooting incidents
-29,1.4078947368449912,0.3495797670256759,0.7227183934746665,2.093071080215316,Shooting incidents
-28,1.1842105263188727,0.3035283559364618,0.5892949486834075,1.7791261039543378,Shooting incidents
-27,1.6447368421090063,0.41607057675945625,0.829238511660472,2.4602351725575407,Shooting incidents
-26,1.1973684210550362,0.27511292004705273,0.6581470977628128,1.7365897443472595,Shooting incidents
-25,0.7763157894750952,0.21690660480737384,0.35117884405264244,1.201452734897548,Shooting incidents
-24,0.17105263157980546,0.19819399199843066,-0.2174075927371186,0.5595128558967295,Shooting incidents
-23,0.07894736842157345,0.16675296877163984,-0.24788845037084062,0.40578318721398754,Shooting incidents
-22,0.381578947369134,0.1863737008081983,0.01628649378506536,0.7468714009532027,Shooting incidents
-21,0.42105263157993705,0.17170406756967638,0.08451265914337136,0.7575926040165027,Shooting incidents
-20,0.4342105263172186,0.22764424453522022,-0.011972192971813012,0.8803932456062502,Shooting incidents
-19,0.8421052631597292,0.21525912395107713,0.42019738021561803,1.2640131461038404,Shooting incidents
-18,0.8947368421074204,0.28202714480385027,0.34196363829187393,1.447510045922967,Shooting incidents
-17,1.1973684210548603,0.2662961605960164,0.6754279462866681,1.7193088958230525,Shooting incidents
-16,1.0394736842123555,0.22303171946915384,0.602331514052814,1.476615854371897,Shooting incidents
-15,0.7368421052650597,0.2277086451318579,0.2905331608066182,1.1831510497235012,Shooting incidents
-14,0.8421052631596994,0.23719739624365607,0.37719836652213345,1.3070121597972653,Shooting incidents
-13,0.4210526315803384,0.2140585933494625,0.001497788615391904,0.840607474545285,Shooting incidents
-12,0.4605263157908277,0.1968719740522069,0.07465724664850215,0.8463953849331532,Shooting incidents
-11,0.526315789475802,0.19747861761245536,0.13925769895538953,0.9133738799962146,Shooting incidents
-10,0.38157894737223685,0.16714811306030458,0.05396864577403987,0.7091892489704339,Shooting incidents
-9,0.15789473684513014,0.14260638919859367,-0.12161378598411346,0.43740325967437377,Shooting incidents
-8,0.3421052631574495,0.21084568329240733,-0.07115227609566888,0.7553628024105679,Shooting incidents
-7,0.43421052631233303,0.18941794707315734,0.06295135004894464,0.8054697025757214,Shooting incidents
-6,0.421052631581305,0.20491058102066545,0.01942789278080076,0.8226773703818093,Shooting incidents
-5,0.5526315789534078,0.19734464058708248,0.1658360834027261,0.9394270745040894,Shooting incidents
-4,1.0131578947520552,0.22887354430149426,0.5645657479211265,1.461750041582984,Shooting incidents
-3,0.5526315789540115,0.19837137152555595,0.16382369076392184,0.9414394671441011,Shooting incidents
-2,0.18421052630972043,0.1854585005151399,-0.17928813469995378,0.5477091873193947,Shooting incidents
0,0.14473684209157792,0.22191582648376545,-0.2902181778166024,0.5796918619997582,Shooting incidents
1,-0.026315789478938176,0.1659874735118068,-0.3516512375620795,0.2990196586042031,Shooting incidents
2,1.0525250537560035e-11,0.16302642530825706,-0.3195317935936586,0.31953179361470907,Shooting incidents
3,-0.35526315788593066,0.18338183576901368,-0.7146915559931974,0.004165240221336131,Shooting incidents
4,-0.0789473684128344,0.1662486100135199,-0.4047946440393334,0.24689990721366462,Shooting incidents
5,0.10526315789131507,0.17190782997448337,-0.2316761888586723,0.44220250464130245,Shooting incidents
6,0.1447368421063555,0.18227068829812262,-0.21251370695796484,0.5019873911706758,Shooting incidents
7,0.28947368421246306,0.19898895691947383,-0.10054467134970563,0.6794920397746318,Shooting incidents
8,0.22368421052660573,0.18370507347643675,-0.1363777334872103,0.5837461545404218,Shooting incidents
9,0.013157894741302238,0.1648081612778648,-0.3098661013633128,0.33618189084591726,Shooting incidents
10,-0.07894736842130735,0.16146125328331773,-0.39541142485661007,0.2375166880139954,Shooting incidents
11,-0.10526315789489647,0.17740214932110965,-0.4529713705642714,0.24244505477447842,Shooting incidents
12,-0.10526315789524712,0.17725339390068798,-0.45267980994059553,0.24215349415010132,Shooting incidents
13,-0.1973684210532991,0.17123163957402412,-0.5329824346183865,0.1382455925117882,Shooting incidents
14,-0.09210526315852462,0.1588033887237832,-0.4033599050571397,0.21914937874009044,Shooting incidents
15,-0.1578947368429711,0.1454957064995361,-0.44306632158206183,0.12727684789611968,Shooting incidents
16,-0.18421052631622398,0.15979912212733335,-0.4974168056857973,0.12899575305334937,Shooting incidents
17,-0.1052631578947117,0.17267050848997126,-0.4436973545350554,0.233171038745632,Shooting incidents
18,0.013157894737033323,0.19368124700384753,-0.36645734939050784,0.3927731388645745,Shooting incidents
19,0.1447368421056956,0.16933468572957483,-0.18715914192427108,0.47663282613566227,Shooting incidents
20,0.0394736842109009,0.16764781292050082,-0.2891160291132807,0.36806339753508255,Shooting incidents
21,0.02631578947386448,0.1821345120763754,-0.3306678541958313,0.38329943314356024,Shooting incidents
22,-1.5287504848993446e-13,0.1717782775883902,-0.3366854240733977,0.33668542407309193,Shooting incidents
23,-0.22368421052673593,0.17622783209469084,-0.56909076143233,0.1217223403788581,Shooting incidents
24,-0.10526315789535942,0.1764079445927378,-0.4510227292971255,0.24049641350640663,Shooting incidents
25,-0.25000000000096734,0.1522323866005925,-0.5483754777381287,0.04837547773619394,Shooting incidents
26,-0.473684210527378,0.1710910509614634,-0.8090226704118463,-0.13834575064290977,Shooting incidents
27,-0.17105263157967876,0.1562166341194543,-0.47723723445380917,0.13513197129445165,Shooting incidents
28,-0.2368421052640506,0.15768455246173516,-0.5459038280890515,0.07221961756095027,Shooting incidents
29,-0.3333333333334728,0.14374506644097784,-0.6150736635577894,-0.051593003109156266,Shooting incidents
30,-0.0972222222230533,0.1695141687075966,-0.4294699928899427,0.23502554844383608,Shooting incidents
31,0.014705882352191666,0.2170591463932259,-0.4107300445785311,0.4401418092829144,Shooting incidents
32,-0.2307692307701927,0.2395812177740108,-0.7003484176072539,0.23880995606686847,Shooting incidents
33,-0.2923076923087712,0.1796130955849769,-0.6443493596553259,0.05973397503778355,Shooting incidents
34,-0.3548387096762871,0.22492518601119785,-0.795692074258235,0.08601465490566068,Shooting incidents
35,-0.49152542372671304,0.19655271705262103,-0.8767687491498503,-0.10628209830357582,Shooting incidents
36,-0.6976744186020829,0.25667067925634984,-1.2007489499445287,-0.19459988725963717,Shooting incidents
37,-1.0000000000323246,0.30876548706691936,-1.6051803546834864,-0.39481964538116265,Shooting incidents
38,-1.6875000000803633,0.5145385466027227,-2.6959955514216998,-0.6790044487390268,Shooting incidents
-67,-7.999999999398058,1.0000101915370264e-8,-8.000000018998259,-7.999999979797859,Robbery
-66,-1.2499999998402465,0.7681130361041887,-2.755501550604456,0.2555015509239633,Robbery
-65,2.000000000061087,1.2982634705969867,-0.5445964023090069,4.544596402431181,Robbery
-64,-0.36363636358103024,1.1908430905469278,-2.6976888210530086,1.970416093890948,Robbery
-63,-2.8181818181303786,1.0802743030676434,-4.93551945214296,-0.7008441841177975,Robbery
-62,-2.857142857099667,1.228662402349275,-5.265321165704245,-0.44896454849508816,Robbery
-61,-2.2941176470188105,1.1737469524827255,-4.594661673884953,0.006426379847331631,Robbery
-60,0.151515151487319,1.0957111322294908,-1.9960786676824829,2.299108970657121,Robbery
-59,-1.7173913046103109,0.9434294505736395,-3.5665130277346444,0.13173041851402245,Robbery
-58,-2.6666666668478456,1.1598466979091642,-4.9399661947498075,-0.3933671389458837,Robbery
-57,-2.2368421053888468,0.9558629421844682,-4.110333472070405,-0.3633507387072892,Robbery
-56,-4.302631579075032,1.0061222158303267,-6.274631122102472,-2.330632036047592,Robbery
-55,-2.789473684337229,0.9240283172629694,-4.600569186172649,-0.9783781825018092,Robbery
-54,-2.236842105389282,0.9036633102970192,-4.008022193571439,-0.4656620172071244,Robbery
-53,-2.0789473685454682,1.0426074995727344,-4.122458067708028,-0.0354366693829089,Robbery
-52,-2.2631578948607225,0.9426481650394538,-4.110748298338052,-0.4155674913833931,Robbery
-51,-1.59210526328151,0.9640164003899709,-3.481577408045853,0.29736688148283297,Robbery
-50,-1.9736842106487533,1.067421216947511,-4.0658297958658745,0.11846137456836803,Robbery
-49,-1.9473684211759947,1.120274614853017,-4.143106666287908,0.24836982393591822,Robbery
-48,-2.2500000001243783,1.002748831687506,-4.21538771023189,-0.2846122900168666,Robbery
-47,-2.671052631704906,1.0365504255562838,-4.702691465795223,-0.6394137976145897,Robbery
-46,-3.631578947496213,1.0223639555260378,-5.635412300327246,-1.6277455946651789,Robbery
-45,-4.171052631709058,0.8732579037819826,-5.882638123121744,-2.459467140296372,Robbery
-44,-3.7368421053919607,0.9621293870314238,-5.622615703973551,-1.85106850681037,Robbery
-43,-4.381578947495101,0.9653632130443726,-6.273690845062071,-2.4894670499281313,Robbery
-42,-2.434210526441615,0.9289276575053973,-4.254908735152194,-0.6135123177310362,Robbery
-41,-1.7894736843330574,0.8914935347123467,-3.5368010123692573,-0.04214635629685781,Robbery
-40,-1.1842105264367637,0.9444642427956084,-3.035360442316156,0.6669393894426285,Robbery
-39,-0.32894736854022705,0.9520511109836333,-2.194967546068148,1.5370728089876942,Robbery
-38,-0.8289473685427234,0.8230278606150325,-2.442081975348187,0.7841872382627403,Robbery
-37,0.9999999998800994,0.9029918583507026,-0.7698640424872777,2.7698640422474763,Robbery
-36,0.47368421040867537,0.9927714183677181,-1.472147769592052,2.4195161904094027,Robbery
-35,-1.4473684211739473,0.974542481572251,-3.3574716850555593,0.46273484270766474,Robbery
-34,-1.3289473685428845,0.8247251288095147,-2.945408621009533,0.2875138839237641,Robbery
-33,-2.3026315790718956,0.8256696068831485,-3.9209440085628664,-0.6843191495809247,Robbery
-32,-2.960526315916321,1.0018878449738058,-4.92422649206498,-0.9968261397676617,Robbery
-31,-3.381578947496838,0.9433707668488058,-5.2305856505204975,-1.5325722444731786,Robbery
-30,-3.7105263159173374,1.0440481828113146,-5.756860754227514,-1.664191877607161,Robbery
-29,-1.8552631580198853,0.9728597698759474,-3.762068306976742,0.05154199093697143,Robbery
-28,-1.486842105387301,0.8070083447311274,-3.0685784610603104,0.09489425028570841,Robbery
-27,0.10526315777222582,0.797825547693132,-1.4584749157063128,1.6690012312507645,Robbery
-26,-0.7368421053865538,0.8291531122078136,-2.3619822053138684,0.8882979945407609,Robbery
-25,-1.0526315790719039,0.8390162764319081,-2.697103480878444,0.591840322734636,Robbery
-24,-0.7105263159159096,0.7657796920225026,-2.2114545122800147,0.7904018804481954,Robbery
-23,-1.3157894738130937,0.7130373574276002,-2.7133426943711902,0.08176374674500275,Robbery
-22,-2.605263158025582,0.9114130729613074,-4.391632781029744,-0.8188935350214195,Robbery
-21,-4.171052631711831,0.9704767009637923,-6.073186965600864,-2.2689182978227977,Robbery
-20,-3.868421052761967,0.9435204058512058,-5.71772104823033,-2.019121057293604,Robbery
-19,-2.5657894738135165,0.8524567880172276,-4.236604778327282,-0.8949741692997506,Robbery
-18,-1.8815789474958635,0.8284824677900627,-3.5054045843643866,-0.25775331062734064,Robbery
-17,-0.578947368547073,0.7695427098510097,-2.0872510798550516,0.929356342760906,Robbery
-16,-0.9605263159154593,0.7152759794936069,-2.362467235722929,0.44141460389201015,Robbery
-15,1.2499999998752664,0.7835449807147177,-0.2857481623255802,2.7857481620761133,Robbery
-14,1.1184210525081189,0.7695530722290245,-0.38990296906076916,2.626745074077007,Robbery
-13,2.249999999877609,0.7394318087576888,0.8007136547125391,3.6992863450426787,Robbery
-12,1.4605263156685864,0.8134725685315136,-0.13387991865318027,3.054932549990353,Robbery
-11,2.078947368299037,0.6605322060643108,0.7843042444129877,3.373590492185086,Robbery
-10,0.7763157893455694,0.8360314369777266,-0.8623058271307746,2.4149374058219135,Robbery
-9,0.43421052619651845,0.7568882580191367,-1.0492904595209893,1.9177115119140264,Robbery
-8,0.8157894735874841,0.7796012611618287,-0.7122289982897002,2.3438079454646683,Robbery
-7,0.4868421051829953,0.8121355812953254,-1.1049436341558425,2.078627844521833,Robbery
-6,3.1842105262275973,0.7063252060831835,1.7998131223045577,4.568607930150637,Robbery
-5,2.6578947367168317,0.8587794770229348,0.9746869617518796,4.341102511681784,Robbery
-4,4.289473684096526,0.9058801888075605,2.5139485140337077,6.064998854159345,Robbery
-3,2.1315789472468154,0.8842316328862279,0.39848494678980884,3.8646729477038217,Robbery
-2,0.03947368422443165,0.7477439930441662,-1.4261045421421341,1.5050519105909974,Robbery
0,0.9473684210597694,0.6575080179421888,-0.3413472941069208,2.2360841362264594,Robbery
1,2.618421052672218,0.8908455660505932,0.8723637432130553,4.36447836213138,Robbery
2,1.0394736840940502,0.7712379431888873,-0.47215268455616877,2.5511000527442693,Robbery
3,0.35526315776111994,0.7982796822814371,-1.2093650195104968,1.9198913350327365,Robbery
4,0.4210526314447984,0.6953451739931167,-0.9418239095817103,1.7839291724713071,Robbery
5,0.0263157893374098,0.7639800355016342,-1.4710850802457933,1.5237166589206128,Robbery
6,0.4736842103392346,0.6558297046458946,-0.8117420107667189,1.7591104314451882,Robbery
7,1.1052631577272845,0.7600255632123066,-0.3843869461688365,2.5949132616234056,Robbery
8,1.7105263156117874,0.8352842604419047,0.07336916514565406,3.3476834660779207,Robbery
9,2.092105262977172,0.8965574297572939,0.3348527006528761,3.8493578253014684,Robbery
10,0.39473684198661757,0.9206884027252182,-1.4098124273548103,2.1992861113280453,Robbery
11,1.6973684209372244,0.8855993861205328,-0.03840637585901985,3.433143217733469,Robbery
12,3.4473684209373587,0.8361818828574739,1.80845193053671,5.086284911338008,Robbery
13,-0.1973684211763431,0.7043946433317783,-1.5779819221066285,1.1832450797539422,Robbery
14,-1.1973684211776903,0.9437963713982445,-3.0472093091182493,0.6524724667628687,Robbery
15,-0.5131578948631313,0.8659875013268098,-2.2104933974636785,1.184177607737416,Robbery
16,-1.3815789474969036,0.8363448283878686,-3.020814811137126,0.25765691614331887,Robbery
17,-1.4342105264408775,0.7821966915836922,-2.9673160419449145,0.09889498906315919,Robbery
18,0.5394736840868986,0.844980947812465,-1.1166889736255328,2.1956363417993296,Robbery
19,0.473684210401963,0.8172699096711813,-1.1281648125535524,2.0755332333574783,Robbery
20,0.28947368408511603,0.9389179799871383,-1.550805556689675,2.129752924859907,Robbery
21,1.0657894735591507,0.964751866746802,-0.8251241852645812,2.9567031323828825,Robbery
22,0.5263157893486026,0.8177656358088446,-1.0765048568367328,2.1291364355339377,Robbery
23,0.3289473682962142,0.7271923168919133,-1.0963495728119361,1.7542443094043643,Robbery
24,1.9473684209283404,0.8372983752607498,0.30626360541727093,3.58847323643941,Robbery
25,0.2236842103997897,0.8262051564547991,-1.3956778962516165,1.8430463170511957,Robbery
26,-1.2105263159158037,0.7716882087558786,-2.723035205077326,0.3019825732457184,Robbery
27,-1.4078947369656636,0.915874776798858,-3.203009299491425,0.38721982556009804,Robbery
28,-0.5657894738066832,0.9230523108903479,-2.374972003151765,1.2433930555383985,Robbery
29,1.4533333332041962,0.8263572411264097,-0.16632685940356673,3.072993525811959,Robbery
30,1.9166666665330365,0.8665719790205154,0.21818558765282625,3.615147745413247,Robbery
31,2.5147058822151465,0.9324110758319154,0.6871801735845924,4.3422315908457,Robbery
32,2.784615384468184,1.034810665710653,0.7563864796753039,4.812844289261064,Robbery
33,1.4615384613898208,1.1569806451026672,-0.8061436030114069,3.7292205257910487,Robbery
34,1.0483870966153241,1.083298646524648,-1.074878250572986,3.171652443803634,Robbery
35,0.22033898288020395,1.1553979242260888,-2.0442409486029303,2.484918914363338,Robbery
36,0.34883720910674254,1.470919048689984,-2.5341641263256256,3.231838544539111,Robbery
37,-2.2333333332493615,2.0013127699764675,-6.155906362403238,1.6892396959045146,Robbery
38,-0.8749999999172395,1.7359051916110622,-4.277374175474922,2.527374175640442,Robbery
