grouping_var,group,mean_pursuits,sd_pursuits,n_pct_months
shooting,Low shooting,0.917004048582996,1.5260049428938518,1482
shooting,High shooting,1.816568047337278,2.629516476115441,1521
robbery,Low robbery,0.9082321187584346,1.5177365891079542,1482
robbery,High robbery,1.8251150558842866,2.6312245254255293,1521
