county,year,robbery,violent_total,index_total,property_total,murder,aggravated_assault,burglary,larceny,motor_vehicle_theft,nyc
New York,2016,2929,8839,46653,37814,41,5375,2206,34867,741,NYC
New York,2017,2749,8671,47146,38475,46,5346,2215,35622,638,NYC
New York,2018,2731,8951,49830,40879,31,5549,2455,37682,742,NYC
New York,2019,3115,9779,49858,40079,52,6085,2333,37064,682,NYC
New York,2020,3053,9264,47676,38412,84,5697,4449,32568,1395,NYC
New York,2021,3562,11721,53543,41822,92,7583,3485,36710,1627,NYC
New York,2022,4176,12985,69454,56469,78,8164,4565,49931,1973,NYC
New York,2023,3768,10726,69720,58994,74,6399,3630,53083,2281,NYC
New York,2024,3718,11277,69546,58269,68,6998,3343,53191,1735,NYC
Niagara,2002,234,815,7964,7149,6,530,1548,4978,623,Rest of NYS
Niagara,2003,260,879,7613,6734,9,530,1604,4624,506,Rest of NYS
Niagara,2004,250,890,7668,6778,7,568,1508,4745,525,Rest of NYS
Niagara,2005,320,970,7297,6327,7,573,1449,4445,433,Rest of NYS
Niagara,2006,273,900,7120,6220,5,554,1598,4239,383,Rest of NYS
Niagara,2007,203,763,6955,6192,4,486,1448,4374,370,Rest of NYS
Niagara,2008,214,763,7167,6404,5,507,1676,4426,302,Rest of NYS
Niagara,2009,237,847,7173,6326,9,553,1628,4433,265,Rest of NYS
Niagara,2010,248,835,7209,6374,5,528,1708,4421,245,Rest of NYS
Niagara,2011,230,810,7232,6422,5,511,1606,4522,294,Rest of NYS
Niagara,2012,207,819,6954,6135,4,560,1437,4472,226,Rest of NYS
Niagara,2013,240,798,6655,5857,4,517,1312,4323,222,Rest of NYS
Niagara,2014,235,798,6225,5427,7,523,1231,3942,254,Rest of NYS
Niagara,2015,206,779,5921,5142,5,488,1091,3838,213,Rest of NYS
Niagara,2016,280,850,6145,5295,4,498,1061,3912,322,Rest of NYS
Niagara,2017,200,784,5596,4812,4,495,864,3669,279,Rest of NYS
Niagara,2018,158,625,4429,3804,4,367,535,2984,285,Rest of NYS
Niagara,2019,134,632,4172,3540,3,408,473,2874,193,Rest of NYS
Niagara,2020,141,661,4771,4110,16,407,569,3168,373,Rest of NYS
Niagara,2021,87,630,3852,3222,11,437,468,2448,306,Rest of NYS
Niagara,2022,84,636,3990,3354,9,464,516,2497,341,Rest of NYS
Niagara,2023,68,485,3366,2881,5,351,410,2172,299,Rest of NYS
Niagara,2024,146,814,6530,5716,8,586,658,4514,544,Rest of NYS
Oneida,2002,235,665,6668,6003,6,356,1488,4271,244,Rest of NYS
Oneida,2003,222,683,6318,5635,9,377,1418,3948,269,Rest of NYS
Oneida,2004,168,546,6398,5852,6,309,1273,4302,277,Rest of NYS
Oneida,2005,156,512,6281,5769,10,289,1160,4407,202,Rest of NYS
Oneida,2006,162,664,6369,5705,10,456,1390,4056,259,Rest of NYS
Oneida,2007,173,700,6915,6215,10,479,1479,4467,269,Rest of NYS
Oneida,2008,216,672,6610,5938,9,399,1314,4415,209,Rest of NYS
Oneida,2009,178,644,6565,5921,8,415,1091,4688,142,Rest of NYS
Oneida,2010,175,587,6238,5651,7,359,1208,4277,166,Rest of NYS
Oneida,2011,127,545,5824,5279,7,374,1218,3916,145,Rest of NYS
Oneida,2012,164,592,6323,5731,2,382,1206,4330,195,Rest of NYS
Oneida,2013,135,536,5980,5444,13,343,1052,4224,168,Rest of NYS
Oneida,2014,151,559,5729,5170,9,358,1046,3952,172,Rest of NYS
Oneida,2015,110,585,5456,4871,8,326,883,3817,171,Rest of NYS
Oneida,2016,141,660,5232,4572,4,355,854,3565,153,Rest of NYS
Oneida,2017,109,692,4772,4080,4,375,666,3285,129,Rest of NYS
Oneida,2018,105,649,4651,4002,7,343,609,3232,161,Rest of NYS
Oneida,2019,165,639,4548,3909,8,329,488,3256,165,Rest of NYS
Oneida,2020,91,558,4467,3909,13,342,484,3217,208,Rest of NYS
Oneida,2021,113,673,4832,4159,10,372,475,3338,346,Rest of NYS
Oneida,2022,112,674,5057,4383,3,390,505,3601,277,Rest of NYS
Oneida,2023,78,591,4664,4073,8,347,462,3416,195,Rest of NYS
Oneida,2024,150,1138,9268,8130,14,740,886,6882,362,Rest of NYS
Onondaga,2002,669,1967,17635,15668,28,1180,3068,11060,1540,Rest of NYS
Onondaga,2003,601,1762,16123,14361,18,1048,3153,9817,1391,Rest of NYS
Onondaga,2004,525,1674,14138,12464,21,1016,2715,8434,1315,Rest of NYS
Onondaga,2005,651,1969,13906,11937,19,1184,2785,8022,1130,Rest of NYS
Onondaga,2006,659,1885,14204,12319,17,1110,2913,8475,931,Rest of NYS
Onondaga,2007,523,1815,13242,11427,24,1154,2729,7927,771,Rest of NYS
Onondaga,2008,502,1714,13272,11558,27,1072,2781,8095,682,Rest of NYS
Onondaga,2009,499,1675,13397,11722,20,1057,3020,8214,488,Rest of NYS
Onondaga,2010,463,1608,13005,11397,17,1023,3038,7818,541,Rest of NYS
Onondaga,2011,464,1656,12862,11206,14,1065,2631,8075,500,Rest of NYS
Onondaga,2012,534,1737,13250,11513,15,1079,2922,8021,570,Rest of NYS
Onondaga,2013,469,1491,13987,12496,25,893,2642,9312,542,Rest of NYS
Onondaga,2014,497,1493,12957,11464,20,894,2249,8715,500,Rest of NYS
Onondaga,2015,421,1478,11118,9640,24,884,1807,7400,433,Rest of NYS
Onondaga,2016,398,1415,11116,9701,34,827,1684,7505,512,Rest of NYS
Onondaga,2017,355,1429,10893,9464,24,839,1744,7146,574,Rest of NYS
Onondaga,2018,336,1374,9949,8575,28,816,1307,6557,711,Rest of NYS
Onondaga,2019,313,1523,9917,8394,19,963,1295,6317,782,Rest of NYS
Onondaga,2020,283,1619,9983,8364,32,1123,1492,5944,928,Rest of NYS
Onondaga,2021,342,1678,9111,7433,33,1143,1364,5132,937,Rest of NYS
Onondaga,2022,365,1724,10262,8538,21,1161,1670,5926,942,Rest of NYS
Onondaga,2023,320,1601,11456,9855,24,1069,1407,6983,1465,Rest of NYS
Onondaga,2024,498,3070,23414,20344,48,2196,3004,13968,3372,Rest of NYS
Ontario,2002,21,102,2067,1965,0,65,331,1563,71,Rest of NYS
Ontario,2003,24,118,2103,1985,0,77,339,1568,78,Rest of NYS
Ontario,2004,16,86,1777,1691,5,57,360,1260,71,Rest of NYS
Ontario,2005,23,110,1725,1615,0,66,341,1212,62,Rest of NYS
Ontario,2006,22,130,1889,1759,1,79,388,1286,85,Rest of NYS
Ontario,2007,18,99,1814,1715,3,64,387,1289,39,Rest of NYS
Ontario,2008,29,108,1895,1787,0,57,322,1428,37,Rest of NYS
Ontario,2009,33,139,1870,1731,4,79,300,1397,34,Rest of NYS
Ontario,2010,24,128,1995,1867,1,75,336,1495,36,Rest of NYS
Ontario,2011,37,150,2103,1953,0,89,410,1502,41,Rest of NYS
Ontario,2012,22,150,2152,2002,2,90,430,1533,39,Rest of NYS
Ontario,2013,31,121,2074,1953,1,69,385,1531,37,Rest of NYS
Ontario,2014,14,130,2179,2049,0,85,359,1661,29,Rest of NYS
Ontario,2015,23,144,1835,1691,1,66,352,1314,25,Rest of NYS
Ontario,2016,18,164,1866,1702,1,67,303,1365,34,Rest of NYS
Ontario,2017,16,135,1621,1486,2,59,257,1192,37,Rest of NYS
Ontario,2018,12,130,1460,1330,1,62,209,1095,26,Rest of NYS
Ontario,2019,14,166,1470,1304,2,75,184,1093,27,Rest of NYS
Ontario,2020,12,168,1514,1346,2,81,187,1116,43,Rest of NYS
Ontario,2021,13,170,1444,1274,1,88,178,1050,46,Rest of NYS
Ontario,2022,12,201,1523,1322,1,119,171,1092,59,Rest of NYS
Ontario,2023,14,191,1561,1370,1,106,158,1121,91,Rest of NYS
Ontario,2024,30,320,2724,2404,0,206,244,2062,98,Rest of NYS
Orange,2002,294,1240,8694,7454,16,854,1287,5800,367,Rest of NYS
Orange,2003,206,932,7902,6970,5,650,1172,5385,413,Rest of NYS
Orange,2004,215,915,7104,6189,11,609,923,4882,384,Rest of NYS
Orange,2005,331,976,8169,7193,8,556,1099,5705,389,Rest of NYS
Orange,2006,340,971,8334,7363,8,562,1204,5838,321,Rest of NYS
Orange,2007,322,1041,8743,7702,9,633,1299,6062,341,Rest of NYS
Orange,2008,327,1024,8847,7823,13,615,1249,6256,318,Rest of NYS
Orange,2009,321,942,8743,7801,9,566,1097,6442,262,Rest of NYS
Orange,2010,338,996,9079,8083,17,590,1230,6614,239,Rest of NYS
Orange,2011,391,1007,8946,7939,9,548,1396,6307,236,Rest of NYS
Orange,2012,371,1069,9392,8323,9,623,1336,6751,236,Rest of NYS
Orange,2013,277,868,8589,7721,12,505,1195,6309,217,Rest of NYS
Orange,2014,239,831,7852,7021,7,526,974,5855,192,Rest of NYS
Orange,2015,218,918,7244,6326,6,550,862,5280,184,Rest of NYS
Orange,2016,234,904,7287,6383,11,527,773,5414,196,Rest of NYS
Orange,2017,198,875,6758,5883,8,504,616,5092,175,Rest of NYS
Orange,2018,182,793,5945,5152,5,468,562,4446,144,Rest of NYS
Orange,2019,132,727,5256,4529,11,438,418,3997,114,Rest of NYS
Orange,2020,114,673,4843,4170,9,419,434,3537,199,Rest of NYS
Orange,2021,149,764,4884,4120,6,474,361,3586,173,Rest of NYS
Orange,2022,126,750,5119,4369,9,480,359,3800,210,Rest of NYS
Orange,2023,140,723,5212,4489,6,453,352,3924,213,Rest of NYS
Orange,2024,210,1320,9070,7750,10,900,600,6860,290,Rest of NYS
Orleans,2002,8,74,543,469,4,57,84,366,19,Rest of NYS
Orleans,2003,14,69,493,424,0,48,99,297,28,Rest of NYS
Orleans,2004,4,51,546,495,1,44,125,344,26,Rest of NYS
Orleans,2005,4,108,734,626,2,95,118,482,26,Rest of NYS
Orleans,2006,12,89,940,851,0,70,205,621,25,Rest of NYS
Orleans,2007,10,91,1091,1000,1,70,217,742,41,Rest of NYS
Orleans,2008,19,73,1107,1034,1,47,247,739,48,Rest of NYS
Orleans,2009,9,71,1266,1195,0,48,319,835,41,Rest of NYS
Orleans,2010,10,79,1063,984,0,63,227,708,49,Rest of NYS
Orleans,2011,13,82,1004,922,2,58,227,667,28,Rest of NYS
Orleans,2012,9,61,920,859,0,47,193,639,27,Rest of NYS
Orleans,2013,8,59,747,688,1,44,196,468,24,Rest of NYS
Orleans,2014,7,58,688,630,0,46,163,446,21,Rest of NYS
Orleans,2015,3,69,673,604,0,45,143,442,19,Rest of NYS
Orleans,2016,7,78,749,671,0,47,143,499,29,Rest of NYS
Orleans,2017,10,87,764,677,1,57,88,569,20,Rest of NYS
Orleans,2018,8,65,600,535,0,39,105,411,19,Rest of NYS
Orleans,2019,5,58,486,428,0,32,78,321,29,Rest of NYS
Orleans,2020,7,64,464,400,0,36,82,291,27,Rest of NYS
Orleans,2021,4,60,371,311,0,41,50,241,20,Rest of NYS
Orleans,2022,6,69,509,440,0,47,67,347,26,Rest of NYS
Orleans,2023,3,63,375,312,0,51,56,240,16,Rest of NYS
Orleans,2024,18,134,844,710,0,98,96,580,34,Rest of NYS
Oswego,2002,29,183,3077,2894,3,124,646,2154,94,Rest of NYS
Oswego,2003,18,141,2492,2351,3,100,561,1723,67,Rest of NYS
Oswego,2004,18,136,2632,2496,1,99,604,1822,70,Rest of NYS
Oswego,2005,26,184,2610,2426,1,129,508,1845,73,Rest of NYS
Oswego,2006,20,158,2736,2578,1,106,571,1952,55,Rest of NYS
Oswego,2007,26,160,2641,2481,1,113,541,1878,62,Rest of NYS
Oswego,2008,21,184,2593,2409,3,125,582,1756,71,Rest of NYS
Oswego,2009,26,176,2789,2613,1,118,655,1880,78,Rest of NYS
Oswego,2010,32,188,3277,3089,3,125,764,2221,104,Rest of NYS
Oswego,2011,22,181,3217,3036,2,129,653,2281,102,Rest of NYS
Oswego,2012,27,204,3263,3059,0,142,781,2177,101,Rest of NYS
Oswego,2013,29,158,2678,2520,2,112,521,1919,80,Rest of NYS
Oswego,2014,24,159,2557,2398,2,100,572,1766,60,Rest of NYS
Oswego,2015,26,251,2374,2123,2,97,507,1565,51,Rest of NYS
Oswego,2016,22,265,2314,2049,0,122,461,1518,70,Rest of NYS
Oswego,2017,17,218,1980,1762,1,104,406,1282,74,Rest of NYS
Oswego,2018,21,188,2033,1845,2,87,264,1500,81,Rest of NYS
Oswego,2019,7,169,1610,1441,1,73,194,1164,83,Rest of NYS
Oswego,2020,21,196,1812,1616,0,96,240,1263,113,Rest of NYS
Oswego,2021,12,216,1670,1454,2,109,237,1119,98,Rest of NYS
Oswego,2022,11,248,1820,1572,5,153,200,1264,108,Rest of NYS
Oswego,2023,16,209,1708,1499,0,147,182,1223,94,Rest of NYS
Oswego,2024,32,384,2958,2574,4,240,304,2134,136,Rest of NYS
Otsego,2002,15,159,1150,991,0,126,223,736,32,Rest of NYS
Otsego,2003,11,133,1178,1045,0,99,311,714,20,Rest of NYS
Otsego,2004,10,129,1206,1077,1,100,291,758,28,Rest of NYS
Otsego,2005,18,112,1196,1084,4,76,254,798,32,Rest of NYS
Otsego,2006,15,146,1192,1046,2,98,247,778,21,Rest of NYS
Otsego,2007,7,98,1154,1056,1,75,346,688,22,Rest of NYS
Otsego,2008,6,86,1102,1016,0,70,292,703,21,Rest of NYS
Otsego,2009,18,140,1201,1061,0,104,324,719,18,Rest of NYS
Otsego,2010,10,126,1145,1019,0,103,269,723,27,Rest of NYS
Otsego,2011,12,119,1146,1027,1,100,252,751,24,Rest of NYS
Otsego,2012,5,52,600,548,0,43,103,422,23,Rest of NYS
Otsego,2013,15,65,835,770,1,38,177,579,14,Rest of NYS
Otsego,2014,8,51,837,786,0,41,130,642,14,Rest of NYS
Otsego,2015,6,78,841,763,2,28,141,600,22,Rest of NYS
Otsego,2016,10,90,779,689,0,45,113,564,12,Rest of NYS
Otsego,2017,2,93,734,641,4,42,116,510,15,Rest of NYS
Otsego,2018,3,95,719,624,0,50,108,502,14,Rest of NYS
Otsego,2019,4,100,624,524,1,54,62,445,17,Rest of NYS
Otsego,2020,7,75,637,562,0,38,80,458,24,Rest of NYS
Otsego,2021,5,82,598,516,0,37,78,411,27,Rest of NYS
Otsego,2022,3,60,609,549,1,25,80,436,33,Rest of NYS
Otsego,2023,1,59,536,477,0,27,52,406,19,Rest of NYS
Otsego,2024,4,148,1206,1058,0,102,130,892,36,Rest of NYS
Putnam,2002,11,73,1282,1209,1,54,271,864,74,Rest of NYS
Putnam,2003,18,79,1188,1109,0,55,202,858,49,Rest of NYS
Putnam,2004,8,77,1089,1012,0,59,197,778,37,Rest of NYS
Putnam,2005,25,95,1112,1017,0,57,210,748,59,Rest of NYS
Putnam,2006,25,93,963,870,1,64,194,646,30,Rest of NYS
Putnam,2007,10,68,971,903,3,45,149,722,32,Rest of NYS
Putnam,2008,13,83,1044,961,2,62,199,730,32,Rest of NYS
Putnam,2009,15,85,963,878,0,64,187,655,36,Rest of NYS
Putnam,2010,10,69,934,865,2,51,189,652,24,Rest of NYS
Putnam,2011,8,66,860,794,1,54,178,598,18,Rest of NYS
Putnam,2012,8,41,875,834,0,26,188,613,33,Rest of NYS
Putnam,2013,8,49,772,723,0,29,131,565,27,Rest of NYS
Putnam,2014,8,51,780,729,0,40,161,553,15,Rest of NYS
Putnam,2015,3,43,589,546,0,28,89,430,27,Rest of NYS
Putnam,2016,6,37,603,566,0,21,86,456,24,Rest of NYS
Putnam,2017,9,54,628,574,1,29,94,462,18,Rest of NYS
Putnam,2018,5,54,502,448,0,34,50,384,14,Rest of NYS
Putnam,2019,6,49,377,328,0,25,30,284,14,Rest of NYS
Putnam,2020,2,37,398,361,0,26,43,289,29,Rest of NYS
Putnam,2021,4,58,517,459,0,32,31,401,27,Rest of NYS
Putnam,2022,7,64,538,474,0,42,37,404,33,Rest of NYS
Putnam,2023,4,48,453,405,0,36,42,341,22,Rest of NYS
Putnam,2024,10,126,1038,912,0,86,76,800,36,Rest of NYS
Queens,2015,3270,9854,35920,26066,60,6056,3396,20400,2270,NYC
Queens,2016,2989,9356,33800,24444,47,5834,3056,19455,1933,NYC
Queens,2017,2851,9184,32860,23676,50,5788,2721,19373,1582,NYC
Queens,2018,2534,8856,33135,24279,65,5675,2360,20344,1575,NYC
Queens,2019,2493,9393,32483,23090,69,6188,2298,19231,1561,NYC
Queens,2020,2549,9629,37446,27817,78,6487,2842,22431,2544,NYC
Queens,2021,2502,10262,39330,29068,83,7125,2445,23936,2687,NYC
Queens,2022,3323,11847,50333,38486,78,7870,2999,31762,3725,NYC
Queens,2023,3387,11531,55183,43652,55,7464,3126,35374,5152,NYC
Queens,2024,3546,12578,56218,43640,51,8340,3164,35211,5265,NYC
Rensselaer,2002,153,547,4953,4406,7,340,1010,3086,310,Rest of NYS
Rensselaer,2003,108,528,4636,4108,2,363,932,2932,244,Rest of NYS
Rensselaer,2004,113,488,4317,3829,2,325,974,2584,271,Rest of NYS
Rensselaer,2005,93,487,4397,3910,4,349,922,2702,286,Rest of NYS
Rensselaer,2006,137,559,4695,4136,2,376,1017,2883,236,Rest of NYS
Rensselaer,2007,153,495,4539,4044,3,301,938,2873,233,Rest of NYS
Rensselaer,2008,176,547,4770,4223,5,333,957,3102,164,Rest of NYS
Rensselaer,2009,186,507,4747,4240,3,289,971,3092,177,Rest of NYS
Rensselaer,2010,162,546,4853,4307,2,344,963,3113,231,Rest of NYS
Rensselaer,2011,128,485,4688,4203,1,314,1153,2901,149,Rest of NYS
Rensselaer,2012,130,447,4648,4201,9,278,981,3083,137,Rest of NYS
Rensselaer,2013,159,471,4137,3666,3,285,917,2615,134,Rest of NYS
Rensselaer,2014,133,471,4259,3788,9,304,811,2778,199,Rest of NYS
Rensselaer,2015,175,547,4200,3653,10,306,677,2824,152,Rest of NYS
Rensselaer,2016,114,472,3658,3186,4,291,613,2420,153,Rest of NYS
Rensselaer,2017,127,448,3518,3070,6,246,558,2378,134,Rest of NYS
Rensselaer,2018,110,389,3083,2694,1,216,425,2139,130,Rest of NYS
Rensselaer,2019,90,399,3207,2808,3,248,397,2264,147,Rest of NYS
Rensselaer,2020,89,453,3142,2689,12,286,382,2136,171,Rest of NYS
Rensselaer,2021,90,465,2966,2501,6,297,314,1966,221,Rest of NYS
Rensselaer,2022,95,458,3482,3024,6,295,363,2478,183,Rest of NYS
Rensselaer,2023,98,417,3324,2907,3,273,382,2322,203,Rest of NYS
Rensselaer,2024,120,670,5704,5034,2,462,578,4032,424,Rest of NYS
Richmond,2015,456,1651,6465,4814,14,1087,557,4038,219,NYC
Richmond,2016,422,1589,6313,4724,21,1047,488,3989,247,NYC
Richmond,2017,328,1451,5969,4518,13,1020,401,3883,234,NYC
Richmond,2018,327,1408,5738,4330,10,943,342,3803,185,NYC
Richmond,2019,227,1298,4789,3491,14,944,262,3050,179,NYC
Richmond,2020,245,1347,5042,3695,20,998,286,3163,246,NYC
Richmond,2021,207,1313,4845,3532,15,999,194,3053,285,NYC
Richmond,2022,289,1746,7181,5435,11,1365,303,4613,519,NYC
Richmond,2023,311,1723,8636,6913,19,1308,363,5946,604,NYC
Richmond,2024,298,1686,8054,6368,6,1279,344,5545,479,NYC
Rockland,2002,120,504,4826,4322,4,362,657,3465,200,Rest of NYS
Rockland,2003,119,496,4741,4245,4,357,601,3457,187,Rest of NYS
Rockland,2004,176,571,5232,4661,5,363,553,3887,221,Rest of NYS
Rockland,2005,125,541,4758,4217,5,387,539,3502,176,Rest of NYS
Rockland,2006,163,507,4746,4239,3,312,543,3512,184,Rest of NYS
Rockland,2007,161,545,4477,3932,1,355,508,3245,179,Rest of NYS
Rockland,2008,151,542,5047,4505,2,357,562,3803,140,Rest of NYS
Rockland,2009,149,473,4988,4515,2,304,498,3864,153,Rest of NYS
Rockland,2010,148,464,4866,4402,2,294,587,3692,123,Rest of NYS
Rockland,2011,167,564,4655,4091,3,361,534,3450,107,Rest of NYS
Rockland,2012,150,505,4417,3912,2,324,552,3230,130,Rest of NYS
Rockland,2013,96,401,3843,3442,4,273,416,2933,93,Rest of NYS
Rockland,2014,112,372,3734,3362,3,238,379,2902,81,Rest of NYS
Rockland,2015,127,493,3818,3325,4,298,303,2927,95,Rest of NYS
Rockland,2016,104,384,3588,3204,2,230,262,2824,118,Rest of NYS
Rockland,2017,101,403,3441,3038,1,231,273,2671,94,Rest of NYS
Rockland,2018,93,373,3285,2912,1,213,189,2647,76,Rest of NYS
Rockland,2019,76,381,2902,2521,6,238,170,2280,71,Rest of NYS
Rockland,2020,59,342,2773,2431,9,224,224,2104,103,Rest of NYS
Rockland,2021,48,367,2589,2222,6,269,159,1941,122,Rest of NYS
Rockland,2022,76,451,3599,3148,6,313,207,2817,124,Rest of NYS
Rockland,2023,94,451,4126,3675,3,295,237,3335,103,Rest of NYS
Rockland,2024,192,1014,8434,7420,6,704,510,6692,218,Rest of NYS
Saratoga,2002,32,262,2860,2598,5,186,502,1984,112,Rest of NYS
Saratoga,2003,34,197,2629,2432,1,144,473,1861,98,Rest of NYS
Saratoga,2004,28,248,2851,2603,3,185,471,2024,108,Rest of NYS
Saratoga,2005,22,269,2870,2601,1,214,448,2045,108,Rest of NYS
Saratoga,2006,24,244,3287,3043,2,187,597,2346,100,Rest of NYS
Saratoga,2007,22,204,3025,2821,0,155,508,2227,86,Rest of NYS
Saratoga,2008,21,161,3140,2979,0,117,505,2392,82,Rest of NYS
Saratoga,2009,37,173,2923,2750,1,111,473,2214,63,Rest of NYS
Saratoga,2010,26,151,3236,3085,0,103,549,2457,79,Rest of NYS
Saratoga,2011,20,132,3075,2943,2,92,502,2383,58,Rest of NYS
Saratoga,2012,19,153,3241,3088,2,114,542,2489,57,Rest of NYS
Saratoga,2013,35,173,3115,2942,1,116,494,2385,63,Rest of NYS
Saratoga,2014,29,165,2965,2800,1,109,448,2281,71,Rest of NYS
Saratoga,2015,24,259,2850,2591,0,154,360,2173,58,Rest of NYS
Saratoga,2016,25,258,2847,2589,2,157,325,2164,100,Rest of NYS
Saratoga,2017,36,279,2796,2517,2,159,348,2101,68,Rest of NYS
Saratoga,2018,17,232,2611,2379,3,144,267,2040,72,Rest of NYS
Saratoga,2019,16,201,2322,2121,2,104,222,1849,50,Rest of NYS
Saratoga,2020,20,231,2242,2011,4,125,257,1681,73,Rest of NYS
Saratoga,2021,25,273,2502,2229,3,139,247,1927,55,Rest of NYS
Saratoga,2022,23,302,2822,2520,0,190,261,2199,60,Rest of NYS
Saratoga,2023,29,296,2951,2655,1,169,231,2360,64,Rest of NYS
Saratoga,2024,44,438,5032,4594,6,246,502,3972,120,Rest of NYS
Schenectady,2002,195,563,5157,4594,8,307,955,3264,375,Rest of NYS
Schenectady,2003,191,554,4788,4234,12,302,932,3012,290,Rest of NYS
Schenectady,2004,196,613,5418,4805,10,359,909,3586,310,Rest of NYS
Schenectady,2005,279,708,5764,5056,8,373,995,3694,367,Rest of NYS
Schenectady,2006,344,799,6185,5386,7,390,1415,3576,395,Rest of NYS
Schenectady,2007,288,689,5354,4665,5,360,1026,3281,358,Rest of NYS
Schenectady,2008,311,740,5643,4903,9,377,1125,3488,290,Rest of NYS
Schenectady,2009,258,652,5830,5178,7,346,1019,3901,258,Rest of NYS
Schenectady,2010,279,748,6021,5273,8,404,1140,3913,220,Rest of NYS
Schenectady,2011,219,687,5529,4842,4,421,1145,3481,216,Rest of NYS
Schenectady,2012,226,691,5592,4901,7,421,1060,3647,194,Rest of NYS
Schenectady,2013,229,674,5378,4704,11,399,1008,3500,196,Rest of NYS
Schenectady,2014,169,598,5092,4494,6,385,879,3454,161,Rest of NYS
Schenectady,2015,176,667,4622,3955,10,403,623,3167,165,Rest of NYS
Schenectady,2016,166,693,4685,3992,7,440,573,3170,249,Rest of NYS
Schenectady,2017,164,673,4602,3929,2,429,526,3181,222,Rest of NYS
Schenectady,2018,155,715,4616,3901,1,484,498,3129,274,Rest of NYS
Schenectady,2019,147,607,3955,3348,3,381,371,2790,187,Rest of NYS
Schenectady,2020,108,560,3855,3295,6,405,401,2649,245,Rest of NYS
Schenectady,2021,87,533,3870,3337,5,381,372,2715,250,Rest of NYS
Schenectady,2022,131,619,4650,4031,8,424,446,3326,259,Rest of NYS
Schenectady,2023,133,582,4301,3719,4,388,331,3145,243,Rest of NYS
Schenectady,2024,234,1274,8874,7600,24,894,910,6282,408,Rest of NYS
Schoharie,2002,3,67,640,573,0,47,123,433,17,Rest of NYS
Schoharie,2003,2,40,648,608,0,26,123,461,24,Rest of NYS
Schoharie,2004,2,45,523,478,0,35,87,373,18,Rest of NYS
Schoharie,2005,1,33,498,465,0,23,78,376,11,Rest of NYS
Schoharie,2006,1,28,479,451,2,20,78,360,13,Rest of NYS
Schoharie,2007,1,33,567,534,0,28,152,370,12,Rest of NYS
Schoharie,2008,2,22,605,583,0,16,151,420,12,Rest of NYS
Schoharie,2009,4,27,572,545,1,18,145,391,9,Rest of NYS
Schoharie,2010,3,17,467,450,0,12,98,343,9,Rest of NYS
Schoharie,2011,1,15,433,418,0,11,122,283,13,Rest of NYS
Schoharie,2012,1,19,494,475,0,12,130,333,12,Rest of NYS
Schoharie,2013,5,27,536,509,0,14,117,383,9,Rest of NYS
Schoharie,2014,1,11,380,369,0,9,72,285,12,Rest of NYS
Schoharie,2015,0,38,402,364,1,17,63,289,12,Rest of NYS
Schoharie,2016,3,36,384,348,0,8,66,270,12,Rest of NYS
Schoharie,2017,0,37,314,277,0,12,67,199,11,Rest of NYS
Schoharie,2018,3,27,320,293,1,10,45,242,6,Rest of NYS
Schoharie,2019,1,46,235,189,0,27,35,145,9,Rest of NYS
Schoharie,2020,4,43,315,272,0,27,31,229,12,Rest of NYS
Schoharie,2021,0,37,289,252,1,21,28,216,8,Rest of NYS
Schoharie,2022,3,30,250,220,1,19,23,183,14,Rest of NYS
Schoharie,2023,1,18,143,125,1,6,21,92,12,Rest of NYS
Schoharie,2024,2,44,462,418,0,32,48,356,14,Rest of NYS
Schuyler,2002,1,29,324,295,3,20,52,235,8,Rest of NYS
Schuyler,2003,2,21,322,301,0,17,56,236,9,Rest of NYS
Schuyler,2004,0,12,338,326,0,11,46,268,12,Rest of NYS
Schuyler,2005,0,30,341,311,0,26,60,245,6,Rest of NYS
Schuyler,2006,1,12,213,201,0,9,41,152,8,Rest of NYS
Schuyler,2007,1,19,167,148,0,16,31,113,4,Rest of NYS
Schuyler,2008,1,15,207,192,0,11,35,153,4,Rest of NYS
Schuyler,2009,1,18,174,156,0,13,38,113,5,Rest of NYS
Schuyler,2010,2,11,198,187,0,8,32,148,7,Rest of NYS
Schuyler,2011,0,18,172,154,0,13,32,115,7,Rest of NYS
Schuyler,2012,1,21,185,164,1,15,40,115,9,Rest of NYS
Schuyler,2013,1,14,165,151,0,13,33,111,7,Rest of NYS
Schuyler,2014,0,10,165,155,0,10,20,130,5,Rest of NYS
Schuyler,2015,2,14,149,135,0,3,20,114,1,Rest of NYS
Schuyler,2016,0,13,118,105,0,9,23,79,3,Rest of NYS
Schuyler,2017,0,15,70,55,0,4,13,40,2,Rest of NYS
Schuyler,2018,0,15,60,45,0,10,5,36,4,Rest of NYS
Schuyler,2019,0,10,66,56,0,6,11,42,3,Rest of NYS
Schuyler,2020,2,10,42,32,0,4,9,23,0,Rest of NYS
Schuyler,2021,0,10,51,41,0,4,8,30,3,Rest of NYS
Schuyler,2022,1,13,95,82,1,5,19,55,8,Rest of NYS
Schuyler,2023,0,4,37,33,0,3,7,23,3,Rest of NYS
Schuyler,2024,0,22,148,126,0,14,28,92,6,Rest of NYS
Seneca,2002,6,55,636,581,1,45,93,471,17,Rest of NYS
Seneca,2003,1,44,606,562,0,32,70,483,9,Rest of NYS
Seneca,2004,2,37,572,535,0,28,59,456,20,Rest of NYS
Seneca,2005,2,37,587,550,0,26,105,430,15,Rest of NYS
Seneca,2006,4,46,590,544,0,38,81,447,16,Rest of NYS
