term,estimate,std.error,statistic,p.value,conf.low,conf.high,outcome,spec
treat,27.784107526133763,1.3304457688705538,20.883307066112387,2.1942512953736964e-28,25.119935828510613,30.448279223756913,Robbery,per_capita_rate
treat,0.30570704313717484,0.04908221936646602,6.228468212789093,6.059938323839787e-8,0.2074215941904825,0.40399249208386717,Robbery,log_count
treat,95.02818148359839,5.595137768459807,16.984064631845005,5.727481045272378e-24,83.82411136228306,106.23225160491371,Violent Crime,per_capita_rate
treat,0.2057690589859326,0.027820342066086596,7.396352586072911,6.95024694859764e-10,0.15005978493293357,0.2614783330389316,Violent Crime,log_count
treat,87.77989726939113,11.703746920816775,7.5001534007252095,4.666284482668734e-10,64.34354831617206,111.2162462226102,Motor Vehicle Theft,per_capita_rate
treat,0.7080353310787206,0.051823470680160175,13.662445254747887,1.2494054931733356e-19,0.6042606210611197,0.8118100410963216,Motor Vehicle Theft,log_count
treat,781.5870064621955,31.612863737371427,24.723701495547697,3.734523442913436e-32,718.2833387588361,844.890674165555,Property Crime,per_capita_rate
treat,0.47487611054902573,0.02643036529012625,17.967065734291157,3.8082904266952053e-25,0.42195021697910395,0.5278020041189475,Property Crime,log_count
