place_name,state_abr,id,year,treated,crime_count,population_est,n_months,shooting_rate
San Francisco,CA,667000,2021,0,127,870372.8333333334,12,14.591448071008648
San Francisco,CA,667000,2022,0,139,871563.25,12,15.94835486695888
San Francisco,CA,667000,2023,0,111,866769,12,12.80618019333871
San Francisco,CA,667000,2024,0,88,866769,12,10.152647360484742
San Francisco,CA,667000,2025,0,54,866769,9,6.230033607570184
San Jose,CA,668000,2018,0,39,1027131,12,3.7969840263802768
San Jose,CA,668000,2019,0,47,1028477.8333333334,12,4.569860280573216
San Jose,CA,668000,2020,0,67,1022042.6666666666,12,6.55549931379251
San Jose,CA,668000,2021,0,82,1018481.3333333334,12,8.05120303301255
San Jose,CA,668000,2022,0,48,1017194.6666666666,12,4.718860762148445
San Jose,CA,668000,2023,0,32,1008489,12,3.1730638608849477
San Jose,CA,668000,2024,0,30,1008489,12,2.9747473695796387
San Jose,CA,668000,2025,0,16,1008489,9,1.5865319304424739
Santa Ana,CA,669000,2018,0,26,333175.8333333333,12,7.80368724222195
Santa Ana,CA,669000,2019,0,16,332709.6666666667,12,4.808997634574288
Santa Ana,CA,669000,2020,0,20,323997,12,6.172896662623419
Santa Ana,CA,669000,2021,0,23,317692.75,12,7.239699363614688
Santa Ana,CA,669000,2022,0,20,313659,12,6.376351387972288
Santa Ana,CA,669000,2023,0,6,303480,12,1.9770660340055357
Santa Ana,CA,669000,2024,0,15,303480,12,4.942665085013839
Santa Ana,CA,669000,2025,0,9,303480,9,2.9655990510083035
Scottsdale,AZ,465000,2018,0,5,248123.33333333334,12,2.0151268858229106
Scottsdale,AZ,465000,2019,0,5,252615.41666666666,12,1.9792932933296168
Scottsdale,AZ,465000,2020,0,10,247519.58333333334,12,4.040084370428602
Scottsdale,AZ,465000,2021,0,4,246022.91666666666,12,1.6258647991802933
Scottsdale,AZ,465000,2022,0,7,247219.58333333334,12,2.831490897936551
Scottsdale,AZ,465000,2023,0,8,238385,12,3.3559158504100512
Scottsdale,AZ,465000,2024,0,4,238385,12,1.6779579252050256
Scottsdale,AZ,465000,2025,0,8,238385,9,3.3559158504100512
Seattle,WA,5363000,2018,0,66,715918.9166666666,12,9.218921090575085
Seattle,WA,5363000,2019,0,87,732071.9166666666,12,11.88407832882539
Seattle,WA,5363000,2020,0,90,734285.75,12,12.256808742373115
Seattle,WA,5363000,2021,0,139,741683.6666666666,12,18.74114346143077
Seattle,WA,5363000,2022,0,172,753189.75,12,22.83621092825546
Seattle,WA,5363000,2023,0,190,744958,12,25.504793558831505
Seattle,WA,5363000,2024,0,171,744958,12,22.954314202948353
Seattle,WA,5363000,2025,0,100,744958,9,13.423575557279738
Spokane,WA,5367000,2018,0,18,215972.25,12,8.334404072745457
Spokane,WA,5367000,2019,0,20,218192.66666666666,12,9.166210902291247
Spokane,WA,5367000,2020,0,32,222175.16666666666,12,14.403049845804851
Spokane,WA,5367000,2021,0,22,225635.66666666666,12,9.7502315679997409
Spokane,WA,5367000,2022,0,44,228539.16666666666,12,19.25271744084712
Spokane,WA,5367000,2023,0,30,232073,12,12.926966945745521
Spokane,WA,5367000,2024,0,36,232073,12,15.512360334894623
Spokane,WA,5367000,2025,0,13,232073,9,5.601685676489725
St. Louis,MO,2965000,2018,0,573,309852.6666666667,12,184.92659952364457
St. Louis,MO,2965000,2019,0,628,306585.8333333333,12,204.83660095188134
St. Louis,MO,2965000,2020,0,826,303828.0833333333,12,271.8642697336789
St. Louis,MO,2965000,2021,0,555,300899.5833333333,12,184.4469154299815
St. Louis,MO,2965000,2022,0,532,297788.0833333333,12,178.6505336429122
St. Louis,MO,2965000,2023,0,394,296747,12,132.7730356161983
St. Louis,MO,2965000,2024,0,437,296747,12,147.26349381796612
St. Louis,MO,2965000,2025,0,228,296747,9,76.83312720937364
St. Paul,MN,2758000,2018,0,61,303579.0833333333,12,20.09361097286841
St. Paul,MN,2758000,2019,0,73,305156.5833333333,12,23.922144887911372
St. Paul,MN,2758000,2020,0,122,307652.5833333333,12,39.65511964117534
St. Paul,MN,2758000,2021,0,143,310022.3333333333,12,46.12570922309899
St. Paul,MN,2758000,2022,0,130,312118.5833333333,12,41.65083623398479
St. Paul,MN,2758000,2023,0,99,314217,12,31.506888551542406
St. Paul,MN,2758000,2024,0,88,314217,12,28.006123156926584
St. Paul,MN,2758000,2025,0,51,314217,9,16.230821375036996
St. Petersburg,FL,1263000,2018,0,22,260093.75,12,8.458488525771958
St. Petersburg,FL,1263000,2019,0,34,262558.5833333333,12,12.949490954875786
St. Petersburg,FL,1263000,2020,0,30,261362.83333333334,12,11.478296136214215
St. Petersburg,FL,1263000,2021,0,56,261391,12,21.423843973204892
St. Petersburg,FL,1263000,2022,0,28,262470.8333333333,12,10.667851983553728
St. Petersburg,FL,1263000,2023,0,29,259353,12,11.181671312843884
St. Petersburg,FL,1263000,2024,0,40,259353,12,15.422994914267425
St. Petersburg,FL,1263000,2025,0,15,259353,9,5.783623092850285
Stockton,CA,675000,2018,0,103,307632.75,12,33.48148075911944
Stockton,CA,675000,2019,0,134,310087.3333333333,12,43.21363228853807
Stockton,CA,675000,2020,0,137,314180.75,12,43.60547232763306
Stockton,CA,675000,2021,0,96,317824.8333333333,12,30.20531749931435
Stockton,CA,675000,2022,0,131,320910.75,12,40.82131869998123
Stockton,CA,675000,2023,0,217,324548,12,66.86222068846519
Stockton,CA,675000,2024,0,177,324548,12,54.53738738183566
Stockton,CA,675000,2025,0,112,324548,9,34.50953325856268
Tampa,FL,1271000,2018,0,40,381648.3333333333,12,10.480852792055515
Tampa,FL,1271000,2019,0,48,391580.8333333333,12,12.258005477796198
Tampa,FL,1271000,2020,0,93,388837.1666666667,12,23.91746673736178
Tampa,FL,1271000,2021,0,77,390389.75,12,19.723878508593014
Tampa,FL,1271000,2022,0,76,395031.1666666667,12,19.238988316111765
Tampa,FL,1271000,2023,0,76,386670,12,19.655002974112293
Tampa,FL,1271000,2024,0,88,386670,12,22.75842449634055
Tampa,FL,1271000,2025,0,45,386670,9,11.637830708355962
Toledo,OH,3977000,2018,0,162,277469.25,12,58.38484805072994
Toledo,OH,3977000,2019,0,140,275927.4166666667,12,50.73798091225077
Toledo,OH,3977000,2020,0,243,273437.5833333333,12,88.86854434482458
Toledo,OH,3977000,2021,0,254,271299.0833333333,12,93.62361157996295
Toledo,OH,3977000,2022,0,272,269437.5833333333,12,100.95102421680224
Toledo,OH,3977000,2023,0,199,267454,12,74.40531829772596
Toledo,OH,3977000,2024,0,172,267454,12,64.3101243578335
Toledo,OH,3977000,2025,0,115,267454,9,42.99804826250495
Tucson,AZ,477000,2018,0,58,540254.5833333334,12,10.735679398061562
Tucson,AZ,477000,2019,0,55,543250.25,12,10.124247526807396
Tucson,AZ,477000,2020,0,85,542052.3333333334,12,15.681142718691982
Tucson,AZ,477000,2021,0,109,543119.25,12,20.069257350020276
Tucson,AZ,477000,2022,0,109,545684.3333333334,12,19.974918344122027
Tucson,AZ,477000,2023,0,101,541799,12,18.641599559984424
Tucson,AZ,477000,2024,0,139,541799,12,25.65527068156272
Tucson,AZ,477000,2025,0,74,541799,9,13.65820165781037
Tulsa,OK,4075000,2018,0,177,402269.25,12,44.00038034227075
Tulsa,OK,4075000,2019,0,141,402377.6666666667,12,35.04170625771973
Tulsa,OK,4075000,2020,0,154,406204.3333333333,12,37.91195400016248
Tulsa,OK,4075000,2021,0,156,409019.8333333333,12,38.1399597982005
Tulsa,OK,4075000,2022,0,109,410854.3333333333,12,26.530084060611912
Tulsa,OK,4075000,2023,0,115,415302,12,27.690692556260263
Tulsa,OK,4075000,2024,0,108,415302,12,26.005172139792247
Tulsa,OK,4075000,2025,0,96,415302,9,23.115708568704218
Urban Honolulu CDP,N/A,1571550,2018,0,6,349536.4166666667,12,1.7165593379993547
Urban Honolulu CDP,N/A,1571550,2019,0,15,348158.1666666667,12,4.3083866575967145
Urban Honolulu CDP,N/A,1571550,2020,0,13,349185.25,12,3.7229522151923655
Urban Honolulu CDP,N/A,1571550,2021,0,17,349725.75,12,4.860951760057702
Urban Honolulu CDP,N/A,1571550,2022,0,16,349569.25,12,4.577061626558972
Urban Honolulu CDP,N/A,1571550,2023,0,16,351938,12,4.546255306332365
Urban Honolulu CDP,N/A,1571550,2024,0,15,351938,12,4.262114349686592
Urban Honolulu CDP,N/A,1571550,2025,0,16,351938,9,4.546255306332365
Virginia Beach,VA,5182000,2018,0,65,450165.25,12,14.439142070606293
Virginia Beach,VA,5182000,2019,0,58,450513.1666666667,12,12.87420752408642
Virginia Beach,VA,5182000,2020,0,82,453987.6666666667,12,18.06216468435633
Virginia Beach,VA,5182000,2021,0,57,456294,12,12.491945982195691
Virginia Beach,VA,5182000,2022,0,60,457787.6666666667,12,13.106512990374721
Virginia Beach,VA,5182000,2023,0,68,461458,12,14.735902292299624
Virginia Beach,VA,5182000,2024,0,30,461458,12,6.501133364249834
Virginia Beach,VA,5182000,2025,0,30,461458,9,6.501133364249834
Washington,DC,1150000,2018,0,477,688249.4166666666,12,69.30627014697797
Washington,DC,1150000,2019,0,525,696941.3333333334,12,75.32915252551147
Washington,DC,1150000,2020,0,812,693348.1666666666,12,117.11287907542363
Washington,DC,1150000,2021,0,914,694246.5833333334,12,131.65351071827382
Washington,DC,1150000,2022,0,858,698730.1666666666,12,122.79418306685389
Washington,DC,1150000,2023,0,949,688536,12,137.82866836301952
Washington,DC,1150000,2024,0,683,688536,12,99.19597522860097
Washington,DC,1150000,2025,0,340,688536,9,49.380134081587606
Wichita,KS,2079000,2018,0,114,389706.9166666667,12,29.25275254929826
Wichita,KS,2079000,2019,0,109,390192.75,12,27.934911655841887
Wichita,KS,2079000,2020,0,121,392403,12,30.83564600678384
Wichita,KS,2079000,2021,0,138,394002,12,35.025202917751685
Wichita,KS,2079000,2022,0,79,395163,12,19.991750239774472
Wichita,KS,2079000,2023,0,117,397334,12,29.44625931835685
Wichita,KS,2079000,2024,0,120,397334,12,30.201291608571125
Wichita,KS,2079000,2025,0,72,397334,9,18.120774965142676
Winston-Salem,NC,3775000,2018,0,81,243037.08333333334,12,33.328247232503955
Winston-Salem,NC,3775000,2019,0,106,244881.33333333334,12,43.28627199024289
Winston-Salem,NC,3775000,2020,0,111,246763.25,12,44.982386964023206
Winston-Salem,NC,3775000,2021,0,177,248710.83333333334,12,71.16698441630675
Winston-Salem,NC,3775000,2022,0,170,250625.25,12,67.83035627894635
Winston-Salem,NC,3775000,2023,0,175,251779,12,69.50539957661283
Winston-Salem,NC,3775000,2024,0,62,251779,12,24.624770135714257
Winston-Salem,NC,3775000,2025,0,64,251779,9,25.419117559446974
