month_date,shooting_incidents,boro,pop_2020,state,year,month,shooting_rate,treated
2023-08-01T00:00:00Z,16,Boston,675647,MA,2023,8,28.417206026223752,0
2023-09-01T00:00:00Z,6,Boston,675647,MA,2023,9,10.656452259833909,0
2023-10-01T00:00:00Z,4,Boston,675647,MA,2023,10,7.104301506555938,0
2023-11-01T00:00:00Z,8,Boston,675647,MA,2023,11,14.208603013111876,0
2023-12-01T00:00:00Z,7,Boston,675647,MA,2023,12,12.432527636472892,0
2024-01-01T00:00:00Z,6,Boston,675647,MA,2024,1,10.656452259833909,0
2024-02-01T00:00:00Z,2,Boston,675647,MA,2024,2,3.552150753277969,0
2024-03-01T00:00:00Z,5,Boston,675647,MA,2024,3,8.880376883194923,0
2024-04-01T00:00:00Z,5,Boston,675647,MA,2024,4,8.880376883194923,0
2024-05-01T00:00:00Z,9,Boston,675647,MA,2024,5,15.984678389750862,0
2024-06-01T00:00:00Z,13,Boston,675647,MA,2024,6,23.0889798963068,0
2024-07-01T00:00:00Z,22,Boston,675647,MA,2024,7,39.07365828605766,0
2024-08-01T00:00:00Z,10,Boston,675647,MA,2024,8,17.760753766389847,0
2024-09-01T00:00:00Z,9,Boston,675647,MA,2024,9,15.984678389750862,0
2024-10-01T00:00:00Z,7,Boston,675647,MA,2024,10,12.432527636472892,0
2024-11-01T00:00:00Z,7,Boston,675647,MA,2024,11,12.432527636472892,0
2024-12-01T00:00:00Z,7,Boston,675647,MA,2024,12,12.432527636472892,0
2025-01-01T00:00:00Z,8,Boston,675647,MA,2025,1,14.208603013111876,0
2025-02-01T00:00:00Z,7,Boston,675647,MA,2025,2,12.432527636472892,0
2025-03-01T00:00:00Z,9,Boston,675647,MA,2025,3,15.984678389750862,0
2025-04-01T00:00:00Z,5,Boston,675647,MA,2025,4,8.880376883194923,0
2025-05-01T00:00:00Z,8,Boston,675647,MA,2025,5,14.208603013111876,0
2025-06-01T00:00:00Z,12,Boston,675647,MA,2025,6,21.312904519667818,0
2025-07-01T00:00:00Z,12,Boston,675647,MA,2025,7,21.312904519667818,0
