month_date,boro,robbery_count,shooting_incidents,pursuit_crashes,shots_fired_incidents,pop_2020,year,month,total_gun_events,robbery_rate,shooting_rate,crash_rate,gunviol_rate
2018-04-01,Queens,205,4,1,18,2405464,2018,4,22,102.26717173900752,1.9954570095416102,0.49886425238540255,10.975013552478858
2018-04-01,Bronx,247,11,1,24,1472654,2018,4,35,201.26927302679377,8.963408920221587,0.8148553563837806,28.51993747343232
2018-04-01,Staten Island,21,1,0,3,495747,2018,4,4,50.832380226204094,2.4205895345811475,0,9.68235813832459
2018-05-01,Manhattan,252,10,1,20,1694251,2018,5,30,178.48595042883255,7.082775810667959,0.7082775810667958,21.248327432003876
2018-05-01,Brooklyn,377,33,3,59,2736074,2018,5,92,165.3464051045403,14.473292754508833,1.3157538867735303,40.349785861054926
2018-05-01,Queens,219,10,2,21,2405464,2018,5,31,109.25127127240316,4.988642523854026,0.9977285047708051,15.464791823947483
2018-05-01,Bronx,304,22,1,28,1472654,2018,5,50,247.7160283406693,17.926817840443174,0.8148553563837806,40.74276781918903
2018-05-01,Staten Island,35,2,0,5,495747,2018,5,7,84.72063371034015,4.841179069162295,0,16.944126742068033
2018-06-01,Manhattan,233,9,0,20,1694251,2018,6,29,165.02867638856344,6.374498229601164,0,20.54004985093708
2018-06-01,Brooklyn,355,29,1,62,2736074,2018,6,91,155.6975432682011,12.718954238810792,0.43858462892451006,39.911201232130416
2018-06-01,Queens,227,13,2,24,2405464,2018,6,37,113.24218529148638,6.485235281010233,0.9977285047708051,18.457977338259894
2018-06-01,Bronx,262,17,0,29,1472654,2018,6,46,213.4921033725505,13.85254105852427,0,37.48334639365391
2018-06-01,Staten Island,27,2,0,7,495747,2018,6,9,65.35591743369096,4.841179069162295,0,21.785305811230327
2018-07-01,Manhattan,220,11,1,14,1694251,2018,7,25,155.8210678346951,7.791053391734755,0.7082775810667958,17.7069395266699
2018-07-01,Brooklyn,370,43,0,58,2736074,2018,7,101,162.2763127020687,18.859139043753935,0,44.29704752137552
2018-07-01,Queens,216,17,1,23,2405464,2018,7,40,107.75467851524695,8.480692290551843,0.49886425238540255,19.954570095416106
2018-07-01,Bronx,274,17,2,34,1472654,2018,7,51,223.27036764915587,13.85254105852427,1.6297107127675612,41.55762317557281
2018-07-01,Staten Island,34,1,0,3,495747,2018,7,4,82.30004417575901,2.4205895345811475,0,9.68235813832459
2018-08-01,Manhattan,234,9,1,20,1694251,2018,8,29,165.73695396963024,6.374498229601164,0.7082775810667958,20.54004985093708
2018-08-01,Brooklyn,367,28,2,51,2736074,2018,8,79,160.9605588152952,12.280369609886282,0.8771692578490201,34.648185685036296
2018-08-01,Queens,240,11,0,16,2405464,2018,8,27,119.72742057249661,5.487506776239429,0,13.469334814405869
2018-08-01,Bronx,278,24,3,34,1472654,2018,8,58,226.529789074691,19.556528553210732,2.4445660691513416,47.26161067025927
2018-08-01,Staten Island,23,4,2,7,495747,2018,8,11,55.67355929536639,9.68235813832459,4.841179069162295,26.626484880392617
2018-09-01,Manhattan,261,6,0,10,1694251,2018,9,16,184.8604486584337,4.249665486400775,0,11.332441297068733
2018-09-01,Brooklyn,376,34,4,43,2736074,2018,9,77,164.90782047561578,14.911877383433342,1.7543385156980402,33.77101642718728
2018-09-01,Queens,211,10,1,10,2405464,2018,9,20,105.26035725331994,4.988642523854026,0.49886425238540255,9.977285047708053
2018-09-01,Bronx,276,20,1,29,1472654,2018,9,49,224.90007836192342,16.29710712767561,0.8148553563837806,39.927912462805246
2018-09-01,Staten Island,34,1,0,7,495747,2018,9,8,82.30004417575901,2.4205895345811475,0,19.36471627664918
2018-10-01,Manhattan,280,6,1,11,1694251,2018,10,17,198.31772269870282,4.249665486400775,0.7082775810667958,12.040718878135529
2018-10-01,Brooklyn,376,23,1,53,2736074,2018,10,76,164.90782047561578,10.087446465263731,0.43858462892451006,33.33243179826277
2018-10-01,Queens,203,5,0,12,2405464,2018,10,17,101.26944323423672,2.494321261927013,0,8.480692290551843
2018-10-01,Bronx,284,31,2,33,1472654,2018,10,64,231.4189212129937,25.260516047897198,1.6297107127675612,52.15074280856196
2018-10-01,Staten Island,32,3,0,6,495747,2018,10,9,77.45886510659672,7.261768603743441,0,21.785305811230327
2018-11-01,Manhattan,199,8,1,18,1694251,2018,11,26,140.94723863229237,5.666220648534367,0.7082775810667958,18.415217107736694
2018-11-01,Brooklyn,363,26,0,38,2736074,2018,11,64,159.20622029959716,11.403200352037263,0,28.069416251168644
2018-11-01,Queens,206,6,1,7,2405464,2018,11,13,102.76603599139293,2.9931855143124153,0.49886425238540255,6.485235281010233
2018-11-01,Bronx,269,15,1,29,1472654,2018,11,44,219.19609086723696,12.222830345756709,0.8148553563837806,35.85363568088635
2018-11-01,Staten Island,26,0,0,1,495747,2018,11,1,62.935327899109836,0,0,2.4205895345811475
2018-12-01,Manhattan,247,7,0,9,1694251,2018,12,16,174.94456252349858,4.957943067467571,0,11.332441297068733
2018-12-01,Brooklyn,331,21,1,37,2736074,2018,12,58,145.17151217401283,9.210277207414713,0.43858462892451006,25.437908477621583
2018-12-01,Queens,200,7,0,13,2405464,2018,12,20,99.77285047708051,3.492049766697818,0,9.977285047708053
2018-12-01,Bronx,278,20,2,31,1472654,2018,12,51,226.529789074691,16.29710712767561,1.6297107127675612,41.55762317557281
2018-12-01,Staten Island,25,3,0,5,495747,2018,12,8,60.51473836452868,7.261768603743441,0,19.36471627664918
2019-01-01,Manhattan,185,7,0,15,1694251,2019,1,22,131.03135249735723,4.957943067467571,0,15.58210678346951
2019-01-01,Brooklyn,321,19,3,51,2736074,2019,1,70,140.78566588476775,8.333107949565692,1.3157538867735303,30.700924024715704
2019-01-01,Queens,151,8,1,13,2405464,2019,1,21,75.3285021101958,3.9909140190832204,0.49886425238540255,10.476149300093455
2019-01-01,Bronx,272,16,1,19,1472654,2019,1,35,221.64065693638832,13.03768570214049,0.8148553563837806,28.51993747343232
2019-01-01,Staten Island,11,2,1,2,495747,2019,1,4,26.626484880392617,4.841179069162295,2.4205895345811475,9.68235813832459
2019-02-01,Manhattan,199,9,1,11,1694251,2019,2,20,140.94723863229237,6.374498229601164,0.7082775810667958,14.165551621335918
2019-02-01,Brooklyn,249,13,2,29,2736074,2019,2,42,109.20757260220302,5.701600176018632,0.8771692578490201,18.420554414829425
2019-02-01,Queens,179,10,0,12,2405464,2019,2,22,89.29670117698706,4.988642523854026,0,10.975013552478858
2019-02-01,Bronx,253,10,1,26,1472654,2019,2,36,206.15840516509644,8.148553563837805,0.8148553563837806,29.334792829816102
2019-02-01,Staten Island,14,0,1,3,495747,2019,2,3,33.888253484136065,0,2.4205895345811475,7.261768603743441
2019-03-01,Manhattan,198,7,2,18,1694251,2019,3,25,140.23896105122557,4.957943067467571,1.4165551621335917,17.7069395266699
2019-03-01,Brooklyn,267,26,3,53,2736074,2019,3,79,117.1020959228442,11.403200352037263,1.3157538867735303,34.648185685036296
2019-03-01,Queens,170,10,0,21,2405464,2019,3,31,84.80692290551843,4.988642523854026,0,15.464791823947483
2019-03-01,Bronx,243,12,0,28,1472654,2019,3,40,198.00985160125867,9.778264276605366,0,32.59421425535122
2019-03-01,Staten Island,16,1,0,5,495747,2019,3,6,38.72943255329836,2.4205895345811475,0,14.523537207486882
2019-04-01,Manhattan,213,11,0,19,1694251,2019,4,30,150.86312476722753,7.791053391734755,0,21.248327432003876
2019-04-01,Brooklyn,283,19,3,52,2736074,2019,4,71,124.11944998563635,8.333107949565692,1.3157538867735303,31.139508653640217
2019-04-01,Queens,152,15,1,20,2405464,2019,4,35,75.82736636258119,7.482963785781038,0.49886425238540255,17.46024883348909
2019-04-01,Bronx,245,15,0,26,1472654,2019,4,41,199.63956231402625,12.222830345756709,0,33.409069611735006
2019-04-01,Staten Island,19,2,1,5,495747,2019,4,7,45.99120115704179,4.841179069162295,2.4205895345811475,16.944126742068033
2019-05-01,Manhattan,259,14,1,22,1694251,2019,5,36,183.44389349630012,9.915886134935143,0.7082775810667958,25.497992918404655
2019-05-01,Brooklyn,329,24,2,56,2736074,2019,5,80,144.29434291616383,10.526031094188243,0.8771692578490201,35.086770313960805
2019-05-01,Queens,184,5,1,15,2405464,2019,5,20,91.79102243891407,2.494321261927013,0.49886425238540255,9.977285047708053
2019-05-01,Bronx,298,17,2,42,1472654,2019,5,59,242.8268962023666,13.85254105852427,1.6297107127675612,48.076466026643054
2019-05-01,Staten Island,19,1,0,4,495747,2019,5,5,45.99120115704179,2.4205895345811475,0,12.102947672905735
2019-06-01,Manhattan,267,11,0,15,1694251,2019,6,26,189.11011414483448,7.791053391734755,0,18.415217107736694
2019-06-01,Brooklyn,348,40,1,80,2736074,2019,6,120,152.6274508657295,17.543385156980403,0.43858462892451006,52.630155470941204
2019-06-01,Queens,207,9,0,14,2405464,2019,6,23,103.26490024377833,4.489778271468623,0,11.473877804864259
2019-06-01,Bronx,311,26,1,46,1472654,2019,6,72,253.42001583535574,21.186239265978294,0.8148553563837806,58.669585659632205
2019-06-01,Staten Island,20,3,0,5,495747,2019,6,8,48.41179069162294,7.261768603743441,0,19.36471627664918
2019-07-01,Manhattan,265,15,3,20,1694251,2019,7,35,187.6935589827009,10.624163716001938,2.1248327432003875,24.789715337337853
2019-07-01,Brooklyn,349,29,4,65,2736074,2019,7,94,153.066035494654,12.718954238810792,1.7543385156980402,41.226955118903945
2019-07-01,Queens,240,14,2,28,2405464,2019,7,42,119.72742057249661,6.984099533395636,0.9977285047708051,20.95229860018691
2019-07-01,Bronx,312,29,0,49,1472654,2019,7,78,254.23487119173953,23.630805335129637,0,63.55871779793488
2019-07-01,Staten Island,27,1,0,2,495747,2019,7,3,65.35591743369096,2.4205895345811475,0,7.261768603743441
2019-08-01,Manhattan,322,12,1,24,1694251,2019,8,36,228.0653811035083,8.49933097280155,0.7082775810667958,25.497992918404655
2019-08-01,Brooklyn,362,32,0,81,2736074,2019,8,113,158.76763567067263,14.034708125584322,0,49.56006306846963
2019-08-01,Queens,249,20,1,27,2405464,2019,8,47,124.21719884396524,9.977285047708053,0.49886425238540255,23.44661986211392
2019-08-01,Bronx,291,24,5,37,1472654,2019,8,61,237.12290870768015,19.556528553210732,4.074276781918902,49.70617673941062
2019-08-01,Staten Island,16,3,0,8,495747,2019,8,11,38.72943255329836,7.261768603743441,0,26.626484880392617
2019-09-01,Manhattan,302,11,1,22,1694251,2019,9,33,213.89982948217238,7.791053391734755,0.7082775810667958,23.373160175204266
2019-09-01,Brooklyn,428,25,1,59,2736074,2019,9,84,187.7142211796903,10.964615723112752,0.43858462892451006,36.84110882965885
2019-09-01,Queens,244,9,1,21,2405464,2019,9,30,121.72287758203822,4.489778271468623,0.49886425238540255,14.965927571562077
2019-09-01,Bronx,349,19,0,37,1472654,2019,9,56,284.38451937793945,15.482251771291832,0,45.63189995749171
2019-09-01,Staten Island,18,3,0,4,495747,2019,9,7,43.57061162246065,7.261768603743441,0,16.944126742068033
2019-10-01,Manhattan,326,11,0,17,1694251,2019,10,28,230.89849142777547,7.791053391734755,0,19.831772269870285
2019-10-01,Brooklyn,397,21,1,65,2736074,2019,10,86,174.1180976830305,9.210277207414713,0.43858462892451006,37.71827808750787
2019-10-01,Queens,248,12,1,19,2405464,2019,10,31,123.71833459157986,5.986371028624831,0.49886425238540255,15.464791823947483
2019-10-01,Bronx,382,17,3,41,1472654,2019,10,58,311.27474613860414,13.85254105852427,2.4445660691513416,47.26161067025927
2019-10-01,Staten Island,26,1,0,2,495747,2019,10,3,62.935327899109836,2.4205895345811475,0,7.261768603743441
2019-11-01,Manhattan,302,6,0,10,1694251,2019,11,16,213.89982948217238,4.249665486400775,0,11.332441297068733
2019-11-01,Brooklyn,321,17,4,46,2736074,2019,11,63,140.78566588476775,7.455938691716671,1.7543385156980402,27.630831622244138
2019-11-01,Queens,212,5,3,12,2405464,2019,11,17,105.75922150570534,2.494321261927013,1.4965927571562077,8.480692290551843
2019-11-01,Bronx,310,21,1,22,1472654,2019,11,43,252.60516047897198,17.11196248405939,0.8148553563837806,35.03878032450257
2019-11-01,Staten Island,24,2,0,2,495747,2019,11,4,58.09414882994753,4.841179069162295,0,9.68235813832459
2019-12-01,Manhattan,279,6,1,10,1694251,2019,12,16,197.60944511763603,4.249665486400775,0.7082775810667958,11.332441297068733
2019-12-01,Brooklyn,393,25,3,43,2736074,2019,12,68,172.3637591673325,10.964615723112752,1.3157538867735303,29.823754766866685
2019-12-01,Queens,262,8,0,15,2405464,2019,12,23,130.70243412497547,3.9909140190832204,0,11.473877804864259
2019-12-01,Bronx,279,12,0,25,1472654,2019,12,37,227.34464443107478,9.778264276605366,0,30.149648186199883
2019-12-01,Staten Island,17,5,0,7,495747,2019,12,12,41.150022087879506,12.102947672905735,0,29.047074414973764
2020-01-01,Manhattan,284,13,1,20,1694251,2020,1,33,201.15083302297,9.207608553868347,0.7082775810667958,23.373160175204266
2020-01-01,Brooklyn,396,21,2,51,2736074,2020,1,72,173.679513054106,9.210277207414713,0.8771692578490201,31.57809328256473
2020-01-01,Queens,253,12,1,32,2405464,2020,1,44,126.21265585350685,5.986371028624831,0.49886425238540255,21.950027104957716
2020-01-01,Bronx,354,19,5,22,1472654,2020,1,41,288.4587961598583,15.482251771291832,4.074276781918902,33.409069611735006
2020-01-01,Staten Island,22,1,1,8,495747,2020,1,9,53.252969760785234,2.4205895345811475,2.4205895345811475,21.785305811230327
2020-02-01,Manhattan,253,5,2,8,1694251,2020,2,13,179.19422800989935,3.5413879053339796,1.4165551621335917,9.207608553868347
