month_date,boro,shooting_incidents,shooting_rate,pop_2020,year,month,treated
2019-01-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2019,1,1
2019-02-01T00:00:00Z,Manhattan,9,6.374498229601164,1694251,2019,2,1
2019-02-01T00:00:00Z,Brooklyn,13,5.701600176018632,2736074,2019,2,1
2019-02-01T00:00:00Z,Queens,10,4.988642523854026,2405464,2019,2,1
2019-02-01T00:00:00Z,Bronx,10,8.148553563837805,1472654,2019,2,1
2019-02-01T00:00:00Z,Staten Island,0,0,495747,2019,2,1
2019-03-01T00:00:00Z,Manhattan,7,4.957943067467571,1694251,2019,3,1
2019-03-01T00:00:00Z,Brooklyn,26,11.403200352037263,2736074,2019,3,1
2019-03-01T00:00:00Z,Queens,10,4.988642523854026,2405464,2019,3,1
2019-03-01T00:00:00Z,Bronx,12,9.778264276605366,1472654,2019,3,1
2019-03-01T00:00:00Z,Staten Island,1,2.4205895345811475,495747,2019,3,1
2019-04-01T00:00:00Z,Manhattan,11,7.791053391734755,1694251,2019,4,1
2019-04-01T00:00:00Z,Brooklyn,19,8.333107949565692,2736074,2019,4,1
2019-04-01T00:00:00Z,Queens,15,7.482963785781038,2405464,2019,4,1
2019-04-01T00:00:00Z,Bronx,15,12.222830345756709,1472654,2019,4,1
2019-04-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2019,4,1
2019-05-01T00:00:00Z,Manhattan,14,9.915886134935143,1694251,2019,5,1
2019-05-01T00:00:00Z,Brooklyn,24,10.526031094188243,2736074,2019,5,1
2019-05-01T00:00:00Z,Queens,5,2.494321261927013,2405464,2019,5,1
2019-05-01T00:00:00Z,Bronx,17,13.85254105852427,1472654,2019,5,1
2019-05-01T00:00:00Z,Staten Island,1,2.4205895345811475,495747,2019,5,1
2019-06-01T00:00:00Z,Manhattan,11,7.791053391734755,1694251,2019,6,1
2019-06-01T00:00:00Z,Brooklyn,40,17.543385156980403,2736074,2019,6,1
2019-06-01T00:00:00Z,Queens,9,4.489778271468623,2405464,2019,6,1
2019-06-01T00:00:00Z,Bronx,26,21.186239265978294,1472654,2019,6,1
2019-06-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2019,6,1
2019-07-01T00:00:00Z,Manhattan,15,10.624163716001938,1694251,2019,7,1
2019-07-01T00:00:00Z,Brooklyn,29,12.718954238810792,2736074,2019,7,1
2019-07-01T00:00:00Z,Queens,14,6.984099533395636,2405464,2019,7,1
2019-07-01T00:00:00Z,Bronx,29,23.630805335129637,1472654,2019,7,1
2019-07-01T00:00:00Z,Staten Island,1,2.4205895345811475,495747,2019,7,1
2019-08-01T00:00:00Z,Manhattan,12,8.49933097280155,1694251,2019,8,1
2019-08-01T00:00:00Z,Brooklyn,32,14.034708125584322,2736074,2019,8,1
2019-08-01T00:00:00Z,Queens,20,9.977285047708053,2405464,2019,8,1
2019-08-01T00:00:00Z,Bronx,24,19.556528553210732,1472654,2019,8,1
2019-08-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2019,8,1
2019-09-01T00:00:00Z,Manhattan,11,7.791053391734755,1694251,2019,9,1
2019-09-01T00:00:00Z,Brooklyn,25,10.964615723112752,2736074,2019,9,1
2019-09-01T00:00:00Z,Queens,9,4.489778271468623,2405464,2019,9,1
2019-09-01T00:00:00Z,Bronx,19,15.482251771291832,1472654,2019,9,1
2019-09-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2019,9,1
2019-10-01T00:00:00Z,Manhattan,11,7.791053391734755,1694251,2019,10,1
2019-10-01T00:00:00Z,Brooklyn,21,9.210277207414713,2736074,2019,10,1
2019-10-01T00:00:00Z,Queens,12,5.986371028624831,2405464,2019,10,1
2019-10-01T00:00:00Z,Bronx,17,13.85254105852427,1472654,2019,10,1
2019-10-01T00:00:00Z,Staten Island,1,2.4205895345811475,495747,2019,10,1
2019-11-01T00:00:00Z,Manhattan,6,4.249665486400775,1694251,2019,11,1
2019-11-01T00:00:00Z,Brooklyn,17,7.455938691716671,2736074,2019,11,1
2019-11-01T00:00:00Z,Queens,5,2.494321261927013,2405464,2019,11,1
2019-11-01T00:00:00Z,Bronx,21,17.11196248405939,1472654,2019,11,1
2019-11-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2019,11,1
2019-12-01T00:00:00Z,Manhattan,6,4.249665486400775,1694251,2019,12,1
2019-12-01T00:00:00Z,Brooklyn,25,10.964615723112752,2736074,2019,12,1
2019-12-01T00:00:00Z,Queens,8,3.9909140190832204,2405464,2019,12,1
2019-12-01T00:00:00Z,Bronx,12,9.778264276605366,1472654,2019,12,1
2019-12-01T00:00:00Z,Staten Island,5,12.102947672905735,495747,2019,12,1
2020-01-01T00:00:00Z,Manhattan,13,9.207608553868347,1694251,2020,1,1
2020-01-01T00:00:00Z,Brooklyn,21,9.210277207414713,2736074,2020,1,1
2020-01-01T00:00:00Z,Queens,12,5.986371028624831,2405464,2020,1,1
2020-01-01T00:00:00Z,Bronx,19,15.482251771291832,1472654,2020,1,1
2020-01-01T00:00:00Z,Staten Island,1,2.4205895345811475,495747,2020,1,1
2020-02-01T00:00:00Z,Manhattan,5,3.5413879053339796,1694251,2020,2,1
2020-02-01T00:00:00Z,Brooklyn,13,5.701600176018632,2736074,2020,2,1
2020-02-01T00:00:00Z,Queens,16,7.981828038166441,2405464,2020,2,1
2020-02-01T00:00:00Z,Bronx,9,7.333698207454026,1472654,2020,2,1
2020-02-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2020,2,1
2020-03-01T00:00:00Z,Manhattan,9,6.374498229601164,1694251,2020,3,1
2020-03-01T00:00:00Z,Brooklyn,26,11.403200352037263,2736074,2020,3,1
2020-03-01T00:00:00Z,Queens,6,2.9931855143124153,2405464,2020,3,1
2020-03-01T00:00:00Z,Bronx,12,9.778264276605366,1472654,2020,3,1
2020-03-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2020,3,1
2020-04-01T00:00:00Z,Manhattan,6,4.249665486400775,1694251,2020,4,1
2020-04-01T00:00:00Z,Brooklyn,25,10.964615723112752,2736074,2020,4,1
2020-04-01T00:00:00Z,Queens,8,3.9909140190832204,2405464,2020,4,1
2020-04-01T00:00:00Z,Bronx,15,12.222830345756709,1472654,2020,4,1
2020-04-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2020,4,1
2020-05-01T00:00:00Z,Manhattan,17,12.040718878135529,1694251,2020,5,1
2020-05-01T00:00:00Z,Brooklyn,40,17.543385156980403,2736074,2020,5,1
2020-05-01T00:00:00Z,Queens,17,8.480692290551843,2405464,2020,5,1
2020-05-01T00:00:00Z,Bronx,23,18.741673196826955,1472654,2020,5,1
2020-05-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2020,5,1
2020-06-01T00:00:00Z,Manhattan,27,19.12349468880349,1694251,2020,6,1
2020-06-01T00:00:00Z,Brooklyn,86,37.71827808750787,2736074,2020,6,1
2020-06-01T00:00:00Z,Queens,29,14.467063319176674,2405464,2020,6,1
2020-06-01T00:00:00Z,Bronx,59,48.076466026643054,1472654,2020,6,1
2020-06-01T00:00:00Z,Staten Island,4,9.68235813832459,495747,2020,6,1
2020-07-01T00:00:00Z,Manhattan,32,22.664882594137467,1694251,2020,7,1
2020-07-01T00:00:00Z,Brooklyn,123,53.94590935771475,2736074,2020,7,1
2020-07-01T00:00:00Z,Queens,25,12.471606309635064,2405464,2020,7,1
2020-07-01T00:00:00Z,Bronx,53,43.18733388834037,1472654,2020,7,1
2020-07-01T00:00:00Z,Staten Island,10,24.20589534581147,495747,2020,7,1
2020-08-01T00:00:00Z,Manhattan,26,18.415217107736694,1694251,2020,8,1
2020-08-01T00:00:00Z,Brooklyn,109,47.80572455277159,2736074,2020,8,1
2020-08-01T00:00:00Z,Queens,38,18.956841590645297,2405464,2020,8,1
2020-08-01T00:00:00Z,Bronx,66,53.78045352132951,1472654,2020,8,1
2020-08-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2020,8,1
2020-09-01T00:00:00Z,Manhattan,18,12.748996459202328,1694251,2020,9,1
2020-09-01T00:00:00Z,Brooklyn,64,28.069416251168644,2736074,2020,9,1
2020-09-01T00:00:00Z,Queens,27,13.469334814405869,2405464,2020,9,1
2020-09-01T00:00:00Z,Bronx,36,29.334792829816102,1472654,2020,9,1
2020-09-01T00:00:00Z,Staten Island,5,12.102947672905735,495747,2020,9,1
2020-10-01T00:00:00Z,Manhattan,22,15.58210678346951,1694251,2020,10,1
2020-10-01T00:00:00Z,Brooklyn,50,21.929231446225504,2736074,2020,10,1
2020-10-01T00:00:00Z,Queens,26,12.970470562020466,2405464,2020,10,1
2020-10-01T00:00:00Z,Bronx,36,29.334792829816102,1472654,2020,10,1
2020-10-01T00:00:00Z,Staten Island,1,2.4205895345811475,495747,2020,10,1
2020-11-01T00:00:00Z,Manhattan,16,11.332441297068733,1694251,2020,11,1
2020-11-01T00:00:00Z,Brooklyn,49,21.490646817300995,2736074,2020,11,1
2020-11-01T00:00:00Z,Queens,15,7.482963785781038,2405464,2020,11,1
2020-11-01T00:00:00Z,Bronx,30,24.445660691513417,1472654,2020,11,1
2020-11-01T00:00:00Z,Staten Island,6,14.523537207486882,495747,2020,11,1
2020-12-01T00:00:00Z,Manhattan,21,14.873829202402714,1694251,2020,12,1
2020-12-01T00:00:00Z,Brooklyn,46,20.174892930527463,2736074,2020,12,1
2020-12-01T00:00:00Z,Queens,19,9.478420795322648,2405464,2020,12,1
2020-12-01T00:00:00Z,Bronx,31,25.260516047897198,1472654,2020,12,1
2020-12-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2020,12,1
2021-01-01T00:00:00Z,Manhattan,12,8.49933097280155,1694251,2021,1,1
2021-01-01T00:00:00Z,Brooklyn,27,11.841784980961773,2736074,2021,1,1
2021-01-01T00:00:00Z,Queens,13,6.485235281010233,2405464,2021,1,1
2021-01-01T00:00:00Z,Bronx,23,18.741673196826955,1472654,2021,1,1
2021-01-01T00:00:00Z,Staten Island,1,2.4205895345811475,495747,2021,1,1
2021-02-01T00:00:00Z,Manhattan,14,9.915886134935143,1694251,2021,2,1
2021-02-01T00:00:00Z,Brooklyn,24,10.526031094188243,2736074,2021,2,1
2021-02-01T00:00:00Z,Queens,13,6.485235281010233,2405464,2021,2,1
2021-02-01T00:00:00Z,Bronx,24,19.556528553210732,1472654,2021,2,1
2021-02-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2021,2,1
2021-03-01T00:00:00Z,Manhattan,21,14.873829202402714,1694251,2021,3,1
2021-03-01T00:00:00Z,Brooklyn,40,17.543385156980403,2736074,2021,3,1
2021-03-01T00:00:00Z,Queens,10,4.988642523854026,2405464,2021,3,1
2021-03-01T00:00:00Z,Bronx,26,21.186239265978294,1472654,2021,3,1
2021-03-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2021,3,1
2021-04-01T00:00:00Z,Manhattan,22,15.58210678346951,1694251,2021,4,1
2021-04-01T00:00:00Z,Brooklyn,54,23.683569961923546,2736074,2021,4,1
2021-04-01T00:00:00Z,Queens,15,7.482963785781038,2405464,2021,4,1
2021-04-01T00:00:00Z,Bronx,51,41.55762317557281,1472654,2021,4,1
2021-04-01T00:00:00Z,Staten Island,6,14.523537207486882,495747,2021,4,1
2021-05-01T00:00:00Z,Manhattan,29,20.54004985093708,1694251,2021,5,1
2021-05-01T00:00:00Z,Brooklyn,57,24.999323848697074,2736074,2021,5,1
2021-05-01T00:00:00Z,Queens,20,9.977285047708053,2405464,2021,5,1
2021-05-01T00:00:00Z,Bronx,63,51.33588745217817,1472654,2021,5,1
2021-05-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2021,5,1
2021-06-01T00:00:00Z,Manhattan,31,21.95660501307067,1694251,2021,6,1
2021-06-01T00:00:00Z,Brooklyn,42,18.420554414829425,2736074,2021,6,1
2021-06-01T00:00:00Z,Queens,32,15.963656076332882,2405464,2021,6,1
2021-06-01T00:00:00Z,Bronx,54,44.00218924472415,1472654,2021,6,1
2021-06-01T00:00:00Z,Staten Island,6,14.523537207486882,495747,2021,6,1
2021-07-01T00:00:00Z,Manhattan,28,19.831772269870285,1694251,2021,7,1
2021-07-01T00:00:00Z,Brooklyn,48,21.052062188376485,2736074,2021,7,1
2021-07-01T00:00:00Z,Queens,29,14.467063319176674,2405464,2021,7,1
2021-07-01T00:00:00Z,Bronx,50,40.74276781918903,1472654,2021,7,1
2021-07-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2021,7,1
2021-08-01T00:00:00Z,Manhattan,22,15.58210678346951,1694251,2021,8,1
2021-08-01T00:00:00Z,Brooklyn,57,24.999323848697074,2736074,2021,8,1
2021-08-01T00:00:00Z,Queens,33,16.462520328718284,2405464,2021,8,1
2021-08-01T00:00:00Z,Bronx,52,42.37247853195659,1472654,2021,8,1
2021-08-01T00:00:00Z,Staten Island,1,2.4205895345811475,495747,2021,8,1
2021-09-01T00:00:00Z,Manhattan,22,15.58210678346951,1694251,2021,9,1
2021-09-01T00:00:00Z,Brooklyn,51,22.367816075150014,2736074,2021,9,1
2021-09-01T00:00:00Z,Queens,16,7.981828038166441,2405464,2021,9,1
2021-09-01T00:00:00Z,Bronx,44,35.85363568088635,1472654,2021,9,1
2021-09-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2021,9,1
2021-10-01T00:00:00Z,Manhattan,18,12.748996459202328,1694251,2021,10,1
2021-10-01T00:00:00Z,Brooklyn,45,19.736308301602953,2736074,2021,10,1
2021-10-01T00:00:00Z,Queens,17,8.480692290551843,2405464,2021,10,1
2021-10-01T00:00:00Z,Bronx,44,35.85363568088635,1472654,2021,10,1
2021-10-01T00:00:00Z,Staten Island,4,9.68235813832459,495747,2021,10,1
2021-11-01T00:00:00Z,Manhattan,21,14.873829202402714,1694251,2021,11,1
2021-11-01T00:00:00Z,Brooklyn,33,14.473292754508833,2736074,2021,11,1
2021-11-01T00:00:00Z,Queens,18,8.979556542937246,2405464,2021,11,1
2021-11-01T00:00:00Z,Bronx,42,34.22392496811878,1472654,2021,11,1
2021-11-01T00:00:00Z,Staten Island,5,12.102947672905735,495747,2021,11,1
2021-12-01T00:00:00Z,Manhattan,22,15.58210678346951,1694251,2021,12,1
2021-12-01T00:00:00Z,Brooklyn,41,17.981969785904912,2736074,2021,12,1
2021-12-01T00:00:00Z,Queens,21,10.476149300093455,2405464,2021,12,1
2021-12-01T00:00:00Z,Bronx,35,28.51993747343232,1472654,2021,12,1
2021-12-01T00:00:00Z,Staten Island,1,2.4205895345811475,495747,2021,12,1
2022-01-01T00:00:00Z,Manhattan,21,14.873829202402714,1694251,2022,1,1
2022-01-01T00:00:00Z,Brooklyn,30,13.157538867735301,2736074,2022,1,1
2022-01-01T00:00:00Z,Queens,8,3.9909140190832204,2405464,2022,1,1
2022-01-01T00:00:00Z,Bronx,37,30.149648186199883,1472654,2022,1,1
2022-01-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2022,1,1
2022-02-01T00:00:00Z,Manhattan,14,9.915886134935143,1694251,2022,2,1
2022-02-01T00:00:00Z,Brooklyn,19,8.333107949565692,2736074,2022,2,1
2022-02-01T00:00:00Z,Queens,15,7.482963785781038,2405464,2022,2,1
2022-02-01T00:00:00Z,Bronx,27,22.001094622362075,1472654,2022,2,1
2022-02-01T00:00:00Z,Staten Island,0,0,495747,2022,2,1
2022-03-01T00:00:00Z,Manhattan,17,12.040718878135529,1694251,2022,3,1
2022-03-01T00:00:00Z,Brooklyn,38,16.666215899131384,2736074,2022,3,1
2022-03-01T00:00:00Z,Queens,19,9.478420795322648,2405464,2022,3,1
2022-03-01T00:00:00Z,Bronx,38,30.964503542583664,1472654,2022,3,1
2022-03-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2022,3,1
2022-04-01T00:00:00Z,Manhattan,16,11.332441297068733,1694251,2022,4,1
2022-04-01T00:00:00Z,Brooklyn,36,15.789046641282365,2736074,2022,4,1
2022-04-01T00:00:00Z,Queens,19,9.478420795322648,2405464,2022,4,1
2022-04-01T00:00:00Z,Bronx,33,26.890226760664756,1472654,2022,4,1
2022-04-01T00:00:00Z,Staten Island,1,2.4205895345811475,495747,2022,4,1
2022-05-01T00:00:00Z,Manhattan,18,12.748996459202328,1694251,2022,5,1
2022-05-01T00:00:00Z,Brooklyn,40,17.543385156980403,2736074,2022,5,1
2022-05-01T00:00:00Z,Queens,17,8.480692290551843,2405464,2022,5,1
2022-05-01T00:00:00Z,Bronx,39,31.77935889896744,1472654,2022,5,1
2022-05-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2022,5,1
2022-06-01T00:00:00Z,Manhattan,22,15.58210678346951,1694251,2022,6,1
2022-06-01T00:00:00Z,Brooklyn,36,15.789046641282365,2736074,2022,6,1
2022-06-01T00:00:00Z,Queens,15,7.482963785781038,2405464,2022,6,1
2022-06-01T00:00:00Z,Bronx,47,38.29820175003769,1472654,2022,6,1
2022-06-01T00:00:00Z,Staten Island,5,12.102947672905735,495747,2022,6,1
2022-07-01T00:00:00Z,Manhattan,22,15.58210678346951,1694251,2022,7,1
2022-07-01T00:00:00Z,Brooklyn,71,31.139508653640217,2736074,2022,7,1
2022-07-01T00:00:00Z,Queens,29,14.467063319176674,2405464,2022,7,1
2022-07-01T00:00:00Z,Bronx,48,39.113057106421465,1472654,2022,7,1
2022-07-01T00:00:00Z,Staten Island,5,12.102947672905735,495747,2022,7,1
2022-08-01T00:00:00Z,Manhattan,19,13.45727404026912,1694251,2022,8,1
2022-08-01T00:00:00Z,Brooklyn,47,20.613477559451972,2736074,2022,8,1
2022-08-01T00:00:00Z,Queens,20,9.977285047708053,2405464,2022,8,1
2022-08-01T00:00:00Z,Bronx,28,22.815949978745856,1472654,2022,8,1
2022-08-01T00:00:00Z,Staten Island,1,2.4205895345811475,495747,2022,8,1
2022-09-01T00:00:00Z,Manhattan,20,14.165551621335918,1694251,2022,9,1
2022-09-01T00:00:00Z,Brooklyn,40,17.543385156980403,2736074,2022,9,1
2022-09-01T00:00:00Z,Queens,16,7.981828038166441,2405464,2022,9,1
2022-09-01T00:00:00Z,Bronx,38,30.964503542583664,1472654,2022,9,1
2022-09-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2022,9,1
2022-10-01T00:00:00Z,Manhattan,15,10.624163716001938,1694251,2022,10,1
2022-10-01T00:00:00Z,Brooklyn,42,18.420554414829425,2736074,2022,10,1
2022-10-01T00:00:00Z,Queens,14,6.984099533395636,2405464,2022,10,1
2022-10-01T00:00:00Z,Bronx,13,10.593119632989147,1472654,2022,10,1
2022-10-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2022,10,1
2022-11-01T00:00:00Z,Manhattan,8,5.666220648534367,1694251,2022,11,1
2022-11-01T00:00:00Z,Brooklyn,23,10.087446465263731,2736074,2022,11,1
2022-11-01T00:00:00Z,Queens,17,8.480692290551843,2405464,2022,11,1
2022-11-01T00:00:00Z,Bronx,30,24.445660691513417,1472654,2022,11,1
2022-11-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2022,11,1
2022-12-01T00:00:00Z,Manhattan,19,13.45727404026912,1694251,2022,12,1
2022-12-01T00:00:00Z,Brooklyn,27,11.841784980961773,2736074,2022,12,1
2022-12-01T00:00:00Z,Queens,9,4.489778271468623,2405464,2022,12,1
2022-12-01T00:00:00Z,Bronx,30,24.445660691513417,1472654,2022,12,1
2022-12-01T00:00:00Z,Staten Island,0,0,495747,2022,12,1
2023-01-01T00:00:00Z,Manhattan,18,12.748996459202328,1694251,2023,1,1
2023-01-01T00:00:00Z,Brooklyn,24,10.526031094188243,2736074,2023,1,1
2023-01-01T00:00:00Z,Queens,12,5.986371028624831,2405464,2023,1,1
2023-01-01T00:00:00Z,Bronx,20,16.29710712767561,1472654,2023,1,1
2023-01-01T00:00:00Z,Staten Island,0,0,495747,2023,1,1
2023-02-01T00:00:00Z,Manhattan,12,8.49933097280155,1694251,2023,2,1
2023-02-01T00:00:00Z,Brooklyn,22,9.648861836339222,2736074,2023,2,1
2023-02-01T00:00:00Z,Queens,10,4.988642523854026,2405464,2023,2,1
2023-02-01T00:00:00Z,Bronx,17,13.85254105852427,1472654,2023,2,1
2023-02-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2023,2,1
2023-03-01T00:00:00Z,Manhattan,12,8.49933097280155,1694251,2023,3,1
2023-03-01T00:00:00Z,Brooklyn,33,14.473292754508833,2736074,2023,3,1
2023-03-01T00:00:00Z,Queens,15,7.482963785781038,2405464,2023,3,1
2023-03-01T00:00:00Z,Bronx,23,18.741673196826955,1472654,2023,3,1
2023-03-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2023,3,1
2023-04-01T00:00:00Z,Manhattan,13,9.207608553868347,1694251,2023,4,1
2023-04-01T00:00:00Z,Brooklyn,26,11.403200352037263,2736074,2023,4,1
2023-04-01T00:00:00Z,Queens,9,4.489778271468623,2405464,2023,4,1
2023-04-01T00:00:00Z,Bronx,21,17.11196248405939,1472654,2023,4,1
2023-04-01T00:00:00Z,Staten Island,2,4.841179069162295,495747,2023,4,1
2023-05-01T00:00:00Z,Manhattan,15,10.624163716001938,1694251,2023,5,1
2023-05-01T00:00:00Z,Brooklyn,27,11.841784980961773,2736074,2023,5,1
2023-05-01T00:00:00Z,Queens,14,6.984099533395636,2405464,2023,5,1
2023-05-01T00:00:00Z,Bronx,26,21.186239265978294,1472654,2023,5,1
2023-05-01T00:00:00Z,Staten Island,3,7.261768603743441,495747,2023,5,1
2023-06-01T00:00:00Z,Manhattan,15,10.624163716001938,1694251,2023,6,1
2023-06-01T00:00:00Z,Brooklyn,28,12.280369609886282,2736074,2023,6,1
2023-06-01T00:00:00Z,Queens,10,4.988642523854026,2405464,2023,6,1
2023-06-01T00:00:00Z,Bronx,46,37.48334639365391,1472654,2023,6,1
2023-06-01T00:00:00Z,Staten Island,5,12.102947672905735,495747,2023,6,1
2023-07-01T00:00:00Z,Manhattan,24,16.9986619456031,1694251,2023,7,1
2023-07-01T00:00:00Z,Brooklyn,35,15.350462012357852,2736074,2023,7,1
2023-07-01T00:00:00Z,Queens,10,4.988642523854026,2405464,2023,7,1
2023-07-01T00:00:00Z,Bronx,39,31.77935889896744,1472654,2023,7,1
2023-07-01T00:00:00Z,Staten Island,5,12.102947672905735,495747,2023,7,1
2023-08-01T00:00:00Z,Manhattan,13,9.207608553868347,1694251,2023,8,1
